subj_idx,rt,response,group,conf,stim
3,0.408,0,PD-On,LL,1
3,0.278,0,PD-On,LL,1
3,0.374,1,PD-On,LL,2
3,0.29,0,PD-On,LL,1
3,0.341,1,PD-On,LL,2
3,0.396,1,PD-On,LL,2
3,0.371,0,PD-On,LL,1
3,0.392,1,PD-On,LL,2
3,0.401,1,Control,LH,2
3,0.427,0,Control,LH,1
3,0.428,1,Control,LH,2
3,0.384,0,Control,LH,1
3,0.324,0,Control,LH,1
3,0.436,0,Control,LH,1
3,0.337,1,Control,LH,2
3,0.35,1,Control,LH,2
3,0.35,0,Control,LH,1
3,0.336,1,Control,LH,2
3,0.351,0,Control,LH,1
3,0.439,0,Control,LH,1
3,0.299,1,Control,LH,2
3,0.349,0,Control,LH,1
3,0.349,0,Control,LH,1
3,0.337,0,Control,LH,1
3,0.373,0,Control,LH,1
3,0.259,0,Control,LH,1
3,0.282,0,Control,LH,1
3,0.367,0,Control,LH,1
3,0.325,1,Control,LH,2
3,0.441,1,Control,LH,2
3,0.482,0,Control,LH,1
3,0.351,0,Control,LH,1
3,0.363,1,Control,LH,2
3,0.367,0,Control,LH,1
3,0.377,1,Control,LH,2
3,0.286,0,Control,LH,1
3,0.471,0,Control,LH,1
3,0.364,1,Control,LH,2
3,0.294,0,Control,LH,1
3,0.431,1,Control,LH,2
3,0.249,0,Control,LH,1
3,0.269,1,Control,LH,2
3,0.335,0,Control,LH,1
3,0.427,0,Control,LH,1
3,0.351,1,Control,LH,2
3,0.272,1,Control,LH,2
3,0.376,1,Control,LH,2
3,0.446,1,Control,LH,2
3,0.307,0,Control,LH,1
3,0.282,1,Control,LH,2
3,0.363,1,Control,LH,2
3,0.347,1,Control,LH,2
3,0.359,1,Control,LH,2
3,0.362,0,Control,LH,1
3,0.369,0,Control,LH,1
3,0.39,0,Control,LH,1
3,0.294,0,Control,LH,1
3,0.386,0,Control,LH,1
3,0.475,0,Control,LH,1
3,0.371,0,Control,LH,1
3,0.361,0,Control,LH,1
3,0.285,0,Control,LH,1
3,0.362,1,Control,LH,2
3,0.356,1,Control,LH,2
3,0.387,1,Control,LH,2
3,0.341,1,Control,LH,2
3,0.389,1,Control,LH,2
3,0.261,0,Control,LH,1
3,0.348,0,Control,LH,1
3,0.382,1,Control,LH,2
3,0.426,0,Control,LH,1
3,0.346,1,Control,LH,2
3,0.314,1,Control,LH,2
3,0.543,0,Control,LH,1
3,0.376,0,Control,LH,1
3,0.287,1,Control,LH,2
3,0.37,0,Control,LH,1
3,0.257,1,Control,LH,2
3,0.25,1,Control,LH,2
3,0.309,0,Control,LH,1
3,0.372,1,Control,LH,2
3,0.364,1,Control,LH,2
3,0.314,1,Control,LH,2
3,0.358,1,Control,LH,2
3,0.288,1,Control,LH,2
3,0.611,0,Control,LH,1
3,0.298,0,Control,LH,1
3,0.33,0,Control,LH,1
3,0.355,0,Control,LH,1
3,0.513,1,Control,LH,2
3,0.273,1,Control,LH,2
3,0.575,1,Control,LH,2
3,0.394,0,Control,LH,1
3,0.314,1,Control,LH,2
3,0.355,0,Control,LH,1
3,0.379,1,Control,LH,2
3,0.334,1,Control,LH,2
3,0.245,0,Control,LH,1
3,0.311,0,Control,LH,1
3,0.251,0,Control,LH,1
3,0.336,1,Control,LH,2
3,0.364,1,Control,LH,2
3,0.346,1,Control,LH,2
3,0.37,0,Control,LH,1
3,0.318,0,Control,LH,1
3,0.244,1,Control,LH,2
3,0.302,1,Control,LH,2
3,0.324,1,Control,LH,2
3,0.339,1,Control,LH,2
3,0.376,1,Control,LH,2
3,0.321,1,Control,LH,2
3,0.357,1,Control,LH,2
3,0.33,1,Control,LH,2
3,0.372,1,Control,LH,2
3,0.351,1,Control,LH,2
3,0.25,1,Control,LH,2
3,0.334,0,Control,LH,1
3,0.35,0,Control,LH,1
3,0.354,0,Control,LH,1
3,0.311,1,Control,LH,2
3,0.323,1,Control,LH,2
3,0.264,0,Control,LH,1
3,0.351,0,Control,LH,1
3,0.409,1,PD-Off,LH,2
3,0.345,1,PD-Off,LH,2
3,0.464,0,PD-Off,LH,1
3,0.475,1,PD-Off,LH,2
3,0.396,1,PD-Off,LH,2
3,0.378,0,PD-Off,LH,1
3,0.344,0,PD-Off,LH,1
3,0.404,0,PD-Off,LH,1
3,0.473,0,PD-Off,LH,1
3,0.335,0,PD-Off,LH,1
3,0.389,1,PD-Off,LH,2
3,0.351,0,PD-Off,LH,1
3,0.407,1,PD-Off,LH,2
3,0.373,1,PD-Off,LH,2
3,0.424,0,PD-Off,LH,1
3,0.488,0,PD-Off,LH,1
3,0.28,1,PD-Off,LH,2
3,0.465,1,PD-Off,LH,2
3,0.294,1,PD-Off,LH,2
3,0.486,0,PD-Off,LH,1
3,0.292,0,PD-Off,LH,1
3,0.361,1,PD-Off,LH,2
3,0.524,1,PD-Off,LH,2
3,0.391,0,PD-Off,LH,1
3,0.574,1,PD-Off,LH,2
3,0.476,1,PD-Off,LH,2
3,0.368,1,PD-Off,LH,2
3,0.28,1,PD-Off,LH,2
3,0.665,1,PD-Off,LH,2
3,0.394,0,PD-Off,LH,1
3,0.471,0,PD-Off,LH,1
3,0.276,0,PD-Off,LH,1
3,0.386,1,PD-Off,LH,2
3,0.276,0,PD-Off,LH,1
3,0.368,1,PD-Off,LH,2
3,0.519,0,PD-Off,LH,1
3,0.407,0,PD-Off,LH,1
3,0.451,0,PD-Off,LH,1
3,0.364,1,PD-Off,LH,2
3,0.435,0,PD-Off,LH,1
3,0.39,0,PD-Off,LH,1
3,0.442,1,PD-Off,LH,2
3,0.257,0,PD-Off,LH,1
3,0.541,1,PD-Off,LH,2
3,0.417,1,PD-Off,LH,2
3,0.325,0,PD-Off,LH,1
3,0.382,1,PD-Off,LH,2
3,0.335,1,PD-Off,LH,2
3,0.404,1,PD-Off,LH,2
3,0.534,1,PD-Off,LH,2
3,0.533,1,PD-Off,LH,2
3,0.29,0,PD-Off,LH,1
3,0.423,1,PD-Off,LH,2
3,0.337,1,PD-Off,LH,2
3,0.372,1,PD-Off,LH,2
3,0.496,0,PD-Off,LH,1
3,0.374,0,PD-Off,LH,1
3,0.357,0,PD-Off,LH,1
3,0.517,0,PD-Off,LH,1
3,0.312,1,PD-Off,LH,2
3,0.373,1,PD-Off,LH,2
3,0.435,1,PD-Off,LH,2
3,0.331,1,PD-Off,LH,2
3,0.387,1,PD-Off,LH,2
3,0.327,1,PD-Off,LH,2
3,0.418,0,PD-Off,LH,1
3,0.458,0,PD-Off,LH,1
3,0.345,1,PD-Off,LH,2
3,0.345,0,PD-Off,LH,1
3,0.344,1,PD-Off,LH,2
3,0.424,0,PD-Off,LH,1
3,0.318,0,PD-Off,LH,1
3,0.421,0,PD-Off,LH,1
3,0.393,0,PD-Off,LH,1
3,0.554,0,PD-Off,LH,1
3,0.409,1,PD-Off,LH,2
3,0.489,0,PD-Off,LH,1
3,0.461,1,PD-Off,LH,2
3,0.338,0,PD-Off,LH,1
3,0.443,1,PD-Off,LH,2
3,0.316,1,PD-Off,LH,2
3,0.656,0,PD-Off,LH,1
3,0.446,0,PD-Off,LH,1
3,0.3,0,PD-Off,LH,1
3,0.291,0,PD-Off,LH,1
3,0.322,1,PD-Off,LH,2
3,0.313,0,PD-Off,LH,1
3,0.359,0,PD-Off,LH,1
3,0.355,0,PD-Off,LH,1
3,0.29,0,PD-Off,LH,1
3,0.35,0,PD-Off,LH,1
3,0.275,1,PD-Off,LH,2
3,0.486,1,PD-Off,LH,2
3,0.509,1,PD-Off,LH,2
3,0.372,1,PD-Off,LH,2
3,0.407,0,PD-Off,LH,1
3,0.359,0,PD-Off,LH,1
3,0.385,1,PD-Off,LH,2
3,0.458,1,PD-Off,LH,2
3,0.29,1,PD-Off,LH,2
3,0.268,0,PD-Off,LH,2
3,0.368,1,PD-Off,LH,2
3,0.322,1,PD-Off,LH,2
3,0.419,0,PD-Off,LH,1
3,0.44,0,PD-Off,LH,1
3,0.344,0,PD-Off,LH,1
3,0.388,1,PD-Off,LH,2
3,0.445,0,PD-Off,LH,1
3,0.433,0,PD-Off,LH,1
3,0.278,0,PD-Off,LH,1
3,0.395,1,PD-Off,LH,2
3,0.52,1,PD-Off,LH,2
3,0.393,0,PD-Off,LH,1
3,0.294,0,PD-Off,LH,1
3,0.479,1,PD-Off,LH,2
3,0.387,0,PD-On,LH,1
3,0.529,0,PD-On,LH,1
3,0.363,0,PD-On,LH,1
3,0.538,1,PD-On,LH,2
3,0.36,1,PD-On,LH,2
3,0.571,0,PD-On,LH,1
3,0.508,0,PD-On,LH,1
3,0.364,0,PD-On,LH,1
3,0.368,1,PD-On,LH,2
3,0.252,1,PD-On,LH,2
3,0.589,0,PD-On,LH,1
3,0.535,1,PD-On,LH,2
3,0.435,1,PD-On,LH,2
3,0.583,0,PD-On,LH,1
3,0.365,0,PD-On,LH,1
3,0.35,0,PD-On,LH,1
3,0.319,0,PD-On,LH,1
3,0.289,0,PD-On,LH,1
3,0.42,1,PD-On,LH,2
3,0.425,0,PD-On,LH,1
3,0.293,0,PD-On,LH,1
3,0.449,1,PD-On,LH,2
3,0.357,0,PD-On,LH,1
3,0.354,1,PD-On,LH,2
3,0.286,1,PD-On,LH,2
3,0.469,0,PD-On,LH,1
3,0.264,0,PD-On,LH,1
3,0.412,0,PD-On,LH,1
3,0.65,1,PD-On,LH,2
3,0.278,1,PD-On,LH,2
3,0.595,1,PD-On,LH,2
3,0.324,0,PD-On,LH,1
3,0.331,0,PD-On,LH,1
3,0.437,0,PD-On,LH,1
3,0.285,1,PD-On,LH,2
3,0.464,1,PD-On,LH,2
3,0.361,0,PD-On,LH,1
3,0.392,0,PD-On,LH,1
3,0.499,0,PD-On,LH,1
3,0.411,0,PD-On,LH,2
3,0.312,1,PD-On,LH,2
3,0.464,1,PD-On,LH,2
3,0.397,1,PD-On,LH,2
3,0.385,1,PD-On,LH,2
3,0.338,1,PD-On,LH,2
3,0.382,0,PD-On,LH,1
3,0.355,1,PD-On,LH,2
3,0.299,0,PD-On,LH,1
3,0.472,0,PD-On,LH,1
3,0.412,1,PD-On,LH,2
3,0.435,0,PD-On,LH,1
3,0.358,0,PD-On,LH,1
3,0.271,1,PD-On,LH,2
3,0.332,0,PD-On,LH,1
3,0.47,1,PD-On,LH,2
3,0.396,1,PD-On,LH,2
3,0.477,0,PD-On,LH,1
3,0.399,0,PD-On,LH,1
3,0.431,0,PD-On,LH,1
3,0.297,1,PD-On,LH,2
3,0.408,0,PD-On,LH,1
3,0.291,1,PD-On,LH,2
3,0.334,0,PD-On,LH,1
3,0.355,1,PD-On,LH,2
3,0.349,1,PD-On,LH,2
3,0.496,0,PD-On,LH,1
3,0.416,1,PD-On,LH,2
3,0.467,0,PD-On,LH,1
3,0.357,1,PD-On,LH,2
3,0.422,1,PD-On,LH,2
3,0.363,1,PD-On,LH,2
3,0.397,1,PD-On,LH,2
3,0.451,1,PD-On,LH,2
3,0.252,1,PD-On,LH,2
3,0.418,0,PD-On,LH,1
3,0.359,1,PD-On,LH,2
3,0.379,0,PD-On,LH,1
3,0.378,0,PD-On,LH,1
3,0.349,0,PD-On,LH,1
3,0.379,1,PD-On,LH,2
3,0.479,0,PD-On,LH,1
3,0.507,0,PD-On,LH,1
3,0.422,0,PD-On,LH,1
3,0.349,0,PD-On,LH,1
3,0.322,0,PD-On,LH,1
3,0.297,0,PD-On,LH,1
3,0.38,0,PD-On,LH,1
3,0.283,1,PD-On,LH,2
3,0.362,1,PD-On,LH,2
3,0.414,0,PD-On,LH,1
3,0.485,1,PD-On,LH,2
3,0.329,1,PD-On,LH,2
3,0.506,0,PD-On,LH,1
3,0.36,0,PD-On,LH,1
3,0.362,0,PD-On,LH,1
3,0.393,1,PD-On,LH,2
3,0.33,1,PD-On,LH,2
3,0.432,1,PD-On,LH,2
3,0.251,0,PD-On,LH,1
3,0.326,1,PD-On,LH,2
3,0.513,0,PD-On,LH,1
3,0.269,1,PD-On,LH,2
3,0.355,0,PD-On,LH,1
3,0.421,0,PD-On,LH,1
3,0.421,1,PD-On,LH,2
3,0.456,0,PD-On,LH,1
3,0.411,1,PD-On,LH,2
3,0.376,1,PD-On,LH,2
3,0.399,0,PD-On,LH,1
3,0.314,1,PD-On,LH,2
3,0.459,1,PD-On,LH,2
3,0.399,1,PD-On,LH,2
3,0.316,1,PD-On,LH,2
3,0.289,0,PD-On,LH,1
3,0.368,1,PD-On,LH,2
4,0.279,0,Control,SL,1
4,0.364,0,Control,SL,1
4,0.282,1,Control,SL,2
4,0.353,0,Control,SL,1
4,0.328,0,Control,SL,1
4,0.322,1,Control,SL,2
4,0.306,1,Control,SL,2
4,0.384,1,Control,SL,2
4,0.34,1,Control,SL,2
4,0.381,0,Control,SL,1
4,0.331,0,Control,SL,1
4,0.339,0,Control,SL,1
4,0.328,0,Control,SL,1
4,0.321,0,Control,SL,1
4,0.367,1,Control,SL,2
4,0.355,1,Control,SL,2
4,0.281,0,Control,SL,1
4,0.302,1,Control,SL,2
4,0.348,0,Control,SL,1
4,0.357,1,Control,SL,2
4,0.347,1,Control,SL,2
4,0.327,1,Control,SL,2
4,0.387,1,Control,SL,2
4,0.309,0,Control,SL,1
4,0.295,1,Control,SL,2
4,0.312,1,Control,SL,2
4,0.29,0,Control,SL,1
4,0.345,0,Control,SL,1
4,0.335,1,Control,SL,2
4,0.304,1,Control,SL,2
4,0.312,0,Control,SL,1
4,0.326,0,Control,SL,1
4,0.291,1,Control,SL,2
4,0.349,1,Control,SL,2
4,0.356,0,Control,SL,1
4,0.281,1,Control,SL,2
4,0.306,0,Control,SL,1
4,0.472,0,Control,SL,1
4,0.318,0,Control,SL,1
4,0.336,1,Control,SL,2
4,0.323,0,Control,SL,1
4,0.32,0,Control,SL,1
4,0.308,0,Control,SL,1
4,0.357,0,Control,SL,1
4,0.279,0,Control,SL,1
4,0.342,1,Control,SL,2
4,0.336,0,Control,SL,1
4,0.458,1,Control,SL,2
4,0.373,1,Control,SL,2
4,0.382,1,Control,SL,2
4,0.324,1,Control,SL,2
4,0.332,1,Control,SL,2
4,0.329,0,Control,SL,1
4,0.334,1,Control,SL,2
4,0.302,1,Control,SL,2
4,0.262,1,Control,SL,2
4,0.338,0,Control,SL,1
4,0.314,1,Control,SL,2
4,0.305,0,Control,SL,1
4,0.348,1,Control,SL,2
4,0.317,0,Control,SL,1
4,0.291,1,Control,SL,2
4,0.314,1,Control,SL,2
4,0.309,0,Control,SL,1
4,0.364,1,Control,SL,2
4,0.291,0,Control,SL,1
4,0.261,1,Control,SL,2
4,0.285,1,Control,SL,2
4,0.336,1,Control,SL,2
4,0.318,0,Control,SL,1
4,0.285,1,Control,SL,2
4,0.317,0,Control,SL,1
4,0.34,0,Control,SL,1
4,0.342,0,Control,SL,1
4,0.329,0,Control,SL,1
4,0.308,0,Control,SL,1
4,0.343,0,Control,SL,2
4,0.278,0,Control,SL,1
4,0.331,1,Control,SL,2
4,0.318,1,Control,SL,2
4,0.314,0,Control,SL,1
4,0.345,0,Control,SL,1
4,0.257,0,Control,SL,1
4,0.31,0,Control,SL,1
4,0.378,1,Control,SL,2
4,0.401,1,Control,SL,2
4,0.324,1,Control,SL,2
4,0.381,0,Control,SL,1
4,0.356,1,Control,SL,2
4,0.405,0,Control,SL,1
4,0.367,1,Control,SL,2
4,0.271,0,Control,SL,1
4,0.305,1,Control,SL,2
4,0.298,0,Control,SL,1
4,0.324,1,Control,SL,2
4,0.303,1,Control,SL,2
4,0.352,1,Control,SL,2
4,0.345,0,Control,SL,1
4,0.316,0,Control,SL,1
4,0.287,0,Control,SL,1
4,0.318,1,Control,SL,2
4,0.312,0,Control,SL,1
4,0.404,1,Control,SL,2
4,0.274,0,Control,SL,1
4,0.266,1,Control,SL,2
4,0.398,0,Control,SL,1
4,0.364,1,Control,SL,2
4,0.311,0,Control,SL,1
4,0.276,1,Control,SL,2
4,0.37,0,Control,SL,1
4,0.267,1,Control,SL,2
4,0.379,0,Control,SL,1
4,0.33,0,Control,SL,1
4,0.384,1,Control,SL,2
4,0.301,0,Control,SL,1
4,0.31,1,Control,SL,2
4,0.314,1,Control,SL,2
4,0.294,0,Control,SL,1
4,0.327,1,PD-Off,SL,2
4,0.331,0,PD-Off,SL,1
4,0.446,1,PD-Off,SL,2
4,0.274,1,PD-Off,SL,2
4,0.73,0,PD-Off,SL,1
4,0.376,0,PD-Off,SL,1
4,0.357,0,PD-Off,SL,1
4,0.374,0,PD-Off,SL,1
4,0.384,0,PD-Off,SL,1
4,0.343,1,PD-Off,SL,2
4,0.446,1,PD-Off,SL,2
4,0.42,0,PD-Off,SL,1
4,0.399,0,PD-Off,SL,1
4,0.533,0,PD-Off,SL,1
4,0.34,1,PD-Off,SL,2
4,0.394,1,PD-Off,SL,2
4,0.397,1,PD-Off,SL,2
4,0.385,1,PD-Off,SL,2
4,0.444,1,PD-Off,SL,2
4,0.339,1,PD-Off,SL,2
4,0.833,0,PD-Off,SL,1
4,0.411,1,PD-Off,SL,2
4,0.397,1,PD-Off,SL,2
4,0.351,1,PD-Off,SL,2
4,0.331,1,PD-Off,SL,2
4,0.406,1,PD-Off,SL,2
4,0.384,1,PD-Off,SL,2
4,0.339,0,PD-Off,SL,1
4,0.36,1,PD-Off,SL,2
4,0.373,1,PD-Off,SL,2
4,0.386,0,PD-Off,SL,1
4,0.34,1,PD-Off,SL,2
4,0.43,0,PD-Off,SL,1
4,0.31,0,PD-Off,SL,1
4,0.737,0,PD-Off,SL,1
4,0.318,0,PD-Off,SL,1
4,0.398,0,PD-Off,SL,1
4,0.324,1,PD-Off,SL,2
4,0.366,0,PD-Off,SL,1
4,0.406,1,PD-Off,SL,2
4,0.427,0,PD-Off,SL,1
4,0.353,1,PD-Off,SL,2
4,0.351,0,PD-Off,SL,1
4,0.318,1,PD-Off,SL,2
4,0.464,0,PD-Off,SL,1
4,0.342,1,PD-Off,SL,2
4,0.27,1,PD-Off,SL,2
4,0.273,0,PD-Off,SL,2
4,0.422,0,PD-Off,SL,1
4,0.428,0,PD-Off,SL,1
4,0.367,0,PD-Off,SL,1
4,0.455,1,PD-Off,SL,2
4,0.343,0,PD-Off,SL,1
4,0.413,1,PD-Off,SL,2
4,0.356,1,PD-Off,SL,2
4,0.345,0,PD-Off,SL,1
4,0.424,0,PD-Off,SL,1
4,0.358,1,PD-Off,SL,2
4,0.405,0,PD-Off,SL,1
4,0.301,0,PD-Off,SL,1
4,0.289,0,PD-Off,SL,1
4,0.494,1,PD-Off,SL,2
4,0.391,1,PD-Off,SL,2
4,0.287,1,PD-Off,SL,2
4,0.415,0,PD-Off,SL,1
4,0.351,0,PD-Off,SL,1
4,0.415,0,PD-Off,SL,1
4,0.277,0,PD-Off,SL,1
4,0.407,1,PD-Off,SL,2
4,0.407,0,PD-Off,SL,1
4,0.466,0,PD-Off,SL,1
4,0.4,1,PD-Off,SL,2
4,0.345,1,PD-Off,SL,2
4,0.32,1,PD-Off,SL,2
4,0.412,0,PD-Off,SL,1
4,0.323,1,PD-Off,SL,2
4,0.315,1,PD-Off,SL,2
4,0.359,0,PD-Off,SL,1
4,0.375,0,PD-Off,SL,1
4,0.404,1,PD-Off,SL,2
4,0.41,1,PD-Off,SL,2
4,0.296,1,PD-Off,SL,2
4,0.404,0,PD-Off,SL,1
4,0.502,0,PD-Off,SL,1
4,0.35,0,PD-Off,SL,1
4,0.382,1,PD-Off,SL,2
4,0.309,1,PD-Off,SL,2
4,0.342,0,PD-Off,SL,1
4,0.425,0,PD-Off,SL,1
4,0.368,1,PD-Off,SL,2
4,0.499,1,PD-Off,SL,2
4,0.408,0,PD-Off,SL,1
4,0.418,1,PD-Off,SL,2
4,0.415,1,PD-Off,SL,2
4,0.365,0,PD-Off,SL,1
4,0.418,0,PD-Off,SL,1
4,0.369,1,PD-Off,SL,2
4,0.373,0,PD-Off,SL,1
4,0.369,0,PD-Off,SL,1
4,0.379,1,PD-Off,SL,2
4,0.33,1,PD-Off,SL,2
4,0.42,0,PD-Off,SL,1
4,0.436,0,PD-Off,SL,1
4,0.395,0,PD-Off,SL,1
4,0.309,1,PD-Off,SL,2
4,0.344,0,PD-Off,SL,1
4,0.356,1,PD-Off,SL,2
4,0.433,1,PD-Off,SL,2
4,0.413,1,PD-Off,SL,2
4,0.324,0,PD-Off,SL,1
4,0.289,0,PD-Off,SL,1
4,0.366,1,PD-Off,SL,2
4,0.377,0,PD-Off,SL,1
4,0.414,0,PD-On,SL,1
4,0.39,0,PD-On,SL,2
4,0.396,1,PD-On,SL,2
4,0.316,1,PD-On,SL,2
4,0.358,1,PD-On,SL,2
4,0.339,0,PD-On,SL,1
4,0.347,1,PD-On,SL,2
4,0.241,0,PD-On,SL,1
4,0.447,1,PD-On,SL,2
4,0.373,1,PD-On,SL,2
4,0.342,0,PD-On,SL,1
4,0.303,0,PD-On,SL,1
4,0.36,0,PD-On,SL,1
4,0.33,0,PD-On,SL,1
4,0.315,1,PD-On,SL,2
4,0.509,0,PD-On,SL,1
4,0.446,0,PD-On,SL,1
4,0.24,0,PD-On,SL,1
4,0.427,0,PD-On,SL,1
4,0.338,0,PD-On,SL,2
4,0.331,1,PD-On,SL,2
4,0.319,1,PD-On,SL,2
4,0.318,1,PD-On,SL,2
4,0.296,1,PD-On,SL,2
4,0.442,1,PD-On,SL,2
4,0.485,1,PD-On,SL,2
4,0.309,1,PD-On,SL,2
4,0.274,1,PD-On,SL,2
4,0.333,1,PD-On,SL,2
4,0.361,1,PD-On,SL,2
4,0.357,1,PD-On,SL,2
4,0.321,1,PD-On,SL,2
4,0.321,1,PD-On,SL,2
4,0.419,1,PD-On,SL,2
4,0.369,0,PD-On,SL,1
4,0.393,1,PD-On,SL,2
4,0.359,0,PD-On,SL,1
4,0.25,0,PD-On,SL,1
4,0.349,0,PD-On,SL,1
4,0.374,1,PD-On,SL,2
4,0.319,0,PD-On,SL,1
4,0.716,0,PD-On,SL,1
4,0.288,1,PD-On,SL,2
4,0.343,0,PD-On,SL,1
4,0.302,1,PD-On,SL,2
4,0.425,1,PD-On,SL,2
4,0.349,1,PD-On,SL,2
4,0.397,0,PD-On,SL,1
4,0.371,0,PD-On,SL,1
4,0.484,1,PD-On,SL,2
4,0.317,0,PD-On,SL,1
4,0.416,0,PD-On,SL,1
4,0.357,0,PD-On,SL,1
4,0.36,1,PD-On,SL,2
4,0.397,1,PD-On,SL,2
4,0.329,1,PD-On,SL,2
4,0.363,0,PD-On,SL,1
4,0.382,1,PD-On,SL,2
4,0.351,1,PD-On,SL,2
4,0.327,1,PD-On,SL,2
4,0.347,1,PD-On,SL,2
4,0.336,0,PD-On,SL,1
4,0.344,1,PD-On,SL,2
4,0.322,0,PD-On,SL,1
4,0.327,0,PD-On,SL,1
4,0.356,0,PD-On,SL,1
4,0.729,0,PD-On,SL,1
4,0.32,1,PD-On,SL,1
4,0.348,0,PD-On,SL,1
4,0.305,1,PD-On,SL,2
4,0.353,0,PD-On,SL,1
4,0.334,1,PD-On,SL,2
4,0.437,1,PD-On,SL,2
4,0.376,1,PD-On,SL,2
4,0.37,0,PD-On,SL,1
4,0.361,0,PD-On,SL,1
4,0.406,0,PD-On,SL,1
4,0.386,0,PD-On,SL,1
4,0.461,0,PD-On,SL,1
4,0.39,0,PD-On,SL,1
4,0.345,0,PD-On,SL,1
4,0.321,0,PD-On,SL,1
4,0.287,1,PD-On,SL,2
4,0.33,1,PD-On,SL,2
4,0.328,1,PD-On,SL,2
4,0.246,0,PD-On,SL,1
4,0.367,0,PD-On,SL,1
4,0.375,0,PD-On,SL,1
4,0.35,1,PD-On,SL,2
4,0.32,1,PD-On,SL,2
4,0.341,1,PD-On,SL,2
4,0.386,0,PD-On,SL,1
4,0.328,0,PD-On,SL,1
4,0.351,0,PD-On,SL,1
4,0.424,0,PD-On,SL,1
4,0.321,0,PD-On,SL,1
4,0.383,0,PD-On,SL,1
4,0.339,1,PD-On,SL,2
4,0.288,0,PD-On,SL,1
4,0.444,0,PD-On,SL,1
4,0.35,0,PD-On,SL,1
4,0.378,0,Control,SH,1
4,0.373,0,Control,SH,1
4,0.487,0,Control,SH,1
4,0.393,0,Control,SH,2
4,0.357,0,Control,SH,1
4,0.372,1,Control,SH,2
4,0.507,0,Control,SH,1
4,0.42,0,Control,SH,1
4,0.305,1,Control,SH,2
4,0.35,0,Control,SH,1
4,0.475,1,Control,SH,2
4,0.33,0,Control,SH,1
4,0.391,0,Control,SH,1
4,0.383,1,Control,SH,2
4,0.367,1,Control,SH,2
4,0.301,0,Control,SH,1
4,0.449,1,Control,SH,2
4,0.374,1,Control,SH,2
4,0.431,0,Control,SH,1
4,0.421,0,Control,SH,1
4,0.375,0,Control,SH,1
4,0.378,0,Control,SH,1
4,0.341,0,Control,SH,1
4,0.333,1,Control,SH,2
4,0.299,1,Control,SH,2
4,0.344,1,Control,SH,2
4,0.375,0,Control,SH,1
4,0.323,1,Control,SH,2
4,0.377,0,Control,SH,1
4,0.336,1,Control,SH,2
4,0.372,1,Control,SH,2
4,0.446,0,Control,SH,1
4,0.371,1,Control,SH,2
4,0.317,0,Control,SH,1
4,0.32,0,Control,SH,1
4,0.289,0,Control,SH,1
4,0.348,1,Control,SH,2
4,0.36,1,Control,SH,2
4,0.377,0,Control,SH,1
4,0.329,0,Control,SH,1
4,0.288,1,Control,SH,2
4,0.35,0,Control,SH,1
4,0.31,0,Control,SH,1
4,0.388,0,Control,SH,1
4,0.333,0,Control,SH,1
4,0.288,1,Control,SH,2
4,0.372,1,Control,SH,2
4,0.362,1,Control,SH,2
4,0.359,0,Control,SH,1
4,0.448,0,Control,SH,1
4,0.333,1,Control,SH,2
4,0.464,1,Control,SH,2
4,0.328,0,Control,SH,1
4,0.304,1,Control,SH,2
4,0.365,0,Control,SH,1
4,0.367,1,Control,SH,2
4,0.313,1,Control,SH,2
4,0.476,1,Control,SH,2
4,0.334,0,Control,SH,1
4,0.352,1,Control,SH,2
4,0.324,1,Control,SH,2
4,0.332,1,Control,SH,2
4,0.262,1,Control,SH,2
4,0.335,0,Control,SH,1
4,0.349,1,Control,SH,2
4,0.292,0,Control,SH,1
4,0.364,1,Control,SH,2
4,0.354,0,Control,SH,1
4,0.358,1,Control,SH,2
4,0.323,0,Control,SH,1
4,0.401,0,Control,SH,1
4,0.3,1,Control,SH,2
4,0.33,1,Control,SH,2
4,0.354,1,Control,SH,2
4,0.337,1,Control,SH,2
4,0.341,1,Control,SH,2
4,0.331,0,Control,SH,1
4,0.324,0,Control,SH,1
4,0.32,0,Control,SH,1
4,0.365,1,Control,SH,2
4,0.312,1,Control,SH,2
4,0.357,0,Control,SH,1
4,0.33,1,Control,SH,2
4,0.325,0,Control,SH,1
4,0.563,1,Control,SH,2
4,0.331,0,Control,SH,1
4,0.317,0,Control,SH,1
4,0.409,1,Control,SH,2
4,0.369,1,Control,SH,2
4,0.372,0,Control,SH,1
4,0.325,0,Control,SH,1
4,0.368,0,Control,SH,1
4,0.309,0,Control,SH,1
4,0.336,0,Control,SH,2
4,0.342,0,Control,SH,1
4,0.329,0,Control,SH,1
4,0.305,0,Control,SH,1
4,0.327,1,Control,SH,2
4,0.313,0,Control,SH,1
4,0.324,1,Control,SH,2
4,0.344,1,Control,SH,2
4,0.301,1,Control,SH,2
4,0.389,1,Control,SH,2
4,0.265,1,Control,SH,2
4,0.343,1,Control,SH,2
4,0.298,0,Control,SH,1
4,0.306,1,Control,SH,2
4,0.314,0,Control,SH,1
4,0.304,1,Control,SH,2
4,0.305,1,Control,SH,2
4,0.316,0,Control,SH,1
4,0.3,1,Control,SH,2
4,0.311,1,Control,SH,2
4,0.32,0,Control,SH,1
4,0.306,0,Control,SH,1
4,0.325,0,Control,SH,1
4,0.298,0,Control,SH,1
