subj_idx,rt,response,group,conf,stim
0,0.414,0,Control,SL,1
0,0.263,1,Control,SL,2
0,0.298,1,Control,SL,2
0,0.294,0,Control,SL,1
0,0.374,1,Control,SL,2
0,0.378,1,Control,SL,2
0,0.353,1,Control,SL,2
0,0.272,1,Control,SL,2
0,0.402,1,Control,SL,2
0,0.317,0,Control,SL,1
0,0.317,1,Control,SL,2
0,0.383,0,Control,SL,1
0,0.25,1,Control,SL,2
0,0.312,0,Control,SL,1
0,0.25,1,Control,SL,2
0,0.262,0,Control,SL,1
0,0.376,1,Control,SL,2
0,0.278,0,Control,SL,1
0,0.268,0,Control,SL,1
0,0.28,0,Control,SL,1
0,0.24,1,Control,SL,2
0,0.322,1,Control,SL,2
0,0.276,1,Control,SL,2
0,0.352,1,Control,SL,2
0,0.301,1,Control,SL,2
0,0.333,0,Control,SL,1
0,0.387,0,Control,SL,1
0,0.262,0,Control,SL,1
0,0.249,0,Control,SL,1
0,0.328,0,Control,SL,1
0,0.261,0,Control,SL,1
0,0.275,1,Control,SL,2
0,0.259,1,Control,SL,2
0,0.372,0,Control,SL,1
0,0.256,0,Control,SL,1
0,0.272,0,Control,SL,1
0,0.291,1,Control,SL,2
0,0.286,1,Control,SL,2
0,0.37,0,Control,SL,1
0,0.272,1,Control,SL,2
0,0.288,1,Control,SL,2
0,0.352,1,Control,SL,2
0,0.269,0,Control,SL,1
0,0.274,0,Control,SL,1
0,0.255,0,Control,SL,1
0,0.358,0,Control,SL,1
0,0.386,1,Control,SL,2
0,0.258,0,Control,SL,1
0,0.251,0,Control,SL,1
0,0.252,1,Control,SL,2
0,0.355,0,Control,SL,1
0,0.326,0,Control,SL,1
0,0.299,0,Control,SL,1
0,0.28,0,Control,SL,1
0,0.267,0,Control,SL,1
0,0.264,1,Control,SL,2
0,0.27,1,Control,SL,2
0,0.321,0,Control,SL,1
0,0.286,0,Control,SL,1
0,0.284,1,Control,SL,2
0,0.268,0,Control,SL,1
0,0.242,1,Control,SL,2
0,0.3,0,Control,SL,1
0,0.368,0,Control,SL,1
0,0.302,1,Control,SL,2
0,0.282,0,Control,SL,1
0,0.269,1,Control,SL,2
0,0.248,1,Control,SL,2
0,0.389,0,Control,SL,1
0,0.299,1,Control,SL,2
0,0.262,0,Control,SL,1
0,0.264,1,Control,SL,2
0,0.395,0,Control,SL,1
0,0.261,1,Control,SL,2
0,0.261,0,Control,SL,1
0,0.306,1,Control,SL,2
0,0.262,1,Control,SL,2
0,0.25,0,Control,SL,1
0,0.25,1,Control,SL,2
0,0.255,0,Control,SL,1
0,0.347,0,Control,SL,1
0,0.371,1,Control,SL,2
0,0.259,1,Control,SL,2
0,0.394,1,Control,SL,2
0,0.338,1,Control,SL,2
0,0.244,1,Control,SL,2
0,0.248,0,Control,SL,1
0,0.336,0,Control,SL,1
0,0.27,0,Control,SL,1
0,0.251,1,Control,SL,2
0,0.294,0,Control,SL,1
0,0.326,0,Control,SL,1
0,0.256,1,Control,SL,2
0,0.375,0,Control,SL,1
0,0.279,1,Control,SL,2
0,0.24,1,Control,SL,2
0,0.251,0,Control,SL,1
0,0.364,0,Control,SL,1
0,0.332,1,Control,SL,2
0,0.282,0,Control,SL,1
0,0.419,0,Control,SL,1
0,0.359,1,Control,SL,2
0,0.287,1,Control,SL,2
0,0.216,1,Control,SL,2
0,0.258,1,Control,SL,2
0,0.274,0,Control,SL,1
0,0.261,0,Control,SL,1
0,0.252,0,Control,SL,1
0,0.25,1,Control,SL,2
0,0.251,0,Control,SL,1
0,0.204,1,Control,SL,2
0,0.276,1,Control,SL,2
0,0.242,1,Control,SL,2
0,0.295,1,Control,SL,2
0,0.247,0,Control,SL,1
0,0.256,1,Control,SL,2
0,0.258,0,Control,SL,1
0,0.384,0,PD-Off,SL,2
0,0.387,0,PD-Off,SL,1
0,0.48,0,PD-Off,SL,1
0,0.397,1,PD-Off,SL,2
0,0.772,1,PD-Off,SL,2
0,0.437,0,PD-Off,SL,1
0,0.299,0,PD-Off,SL,1
0,0.725,0,PD-Off,SL,1
0,0.352,0,PD-Off,SL,1
0,0.274,1,PD-Off,SL,2
0,0.366,0,PD-Off,SL,1
0,0.656,0,PD-Off,SL,1
0,0.34,0,PD-Off,SL,1
0,0.493,1,PD-Off,SL,2
0,0.386,1,PD-Off,SL,2
0,0.738,1,PD-Off,SL,2
0,0.382,0,PD-Off,SL,1
0,0.339,0,PD-Off,SL,1
0,0.487,1,PD-Off,SL,2
0,0.334,1,PD-Off,SL,2
0,0.412,1,PD-Off,SL,2
0,0.37,0,PD-Off,SL,2
0,0.459,1,PD-Off,SL,2
0,0.654,0,PD-Off,SL,1
0,0.623,1,PD-Off,SL,2
0,0.426,0,PD-Off,SL,1
0,0.445,0,PD-Off,SL,1
0,0.664,1,PD-Off,SL,2
0,0.774,1,PD-Off,SL,2
0,0.538,1,PD-Off,SL,2
0,0.33,0,PD-Off,SL,1
0,0.622,1,PD-Off,SL,2
0,0.53,0,PD-Off,SL,1
0,0.342,0,PD-Off,SL,1
0,0.431,1,PD-Off,SL,2
0,0.384,1,PD-Off,SL,2
0,0.353,0,PD-Off,SL,2
0,0.416,0,PD-Off,SL,1
0,0.362,0,PD-Off,SL,1
0,0.434,1,PD-Off,SL,2
0,0.382,1,PD-Off,SL,2
0,0.432,0,PD-Off,SL,1
0,0.492,1,PD-Off,SL,2
0,0.372,0,PD-Off,SL,1
0,0.335,1,PD-Off,SL,1
0,0.546,0,PD-Off,SL,1
0,0.342,0,PD-Off,SL,1
0,0.362,1,PD-Off,SL,2
0,0.333,0,PD-Off,SL,1
0,0.61,0,PD-Off,SL,2
0,0.501,1,PD-Off,SL,2
0,0.426,0,PD-Off,SL,1
0,0.427,1,PD-Off,SL,2
0,0.383,1,PD-Off,SL,2
0,0.534,1,PD-Off,SL,2
0,0.596,0,PD-Off,SL,1
0,0.314,0,PD-Off,SL,1
0,0.374,0,PD-Off,SL,1
0,0.685,0,PD-Off,SL,1
0,0.383,0,PD-Off,SL,1
0,0.624,1,PD-Off,SL,2
0,0.397,0,PD-Off,SL,1
0,0.366,1,PD-Off,SL,1
0,0.391,1,PD-Off,SL,2
0,0.62,1,PD-Off,SL,2
0,0.436,1,PD-Off,SL,2
0,0.387,0,PD-Off,SL,1
0,0.402,1,PD-Off,SL,2
0,0.445,1,PD-Off,SL,2
0,1.413,0,PD-Off,SL,1
0,0.567,1,PD-Off,SL,2
0,0.381,0,PD-Off,SL,1
0,0.354,0,PD-Off,SL,1
0,0.381,1,PD-Off,SL,2
0,0.392,0,PD-Off,SL,1
0,0.403,0,PD-Off,SL,1
0,0.456,0,PD-Off,SL,1
0,0.682,1,PD-Off,SL,2
0,0.477,1,PD-Off,SL,2
0,0.478,1,PD-Off,SL,2
0,0.366,0,PD-Off,SL,1
0,0.395,1,PD-Off,SL,2
0,0.419,1,PD-Off,SL,2
0,0.395,1,PD-Off,SL,2
0,0.468,0,PD-Off,SL,1
0,0.392,1,PD-Off,SL,2
0,0.421,1,PD-Off,SL,2
0,0.378,1,PD-Off,SL,2
0,0.388,0,PD-Off,SL,1
0,0.428,0,PD-Off,SL,1
0,0.683,1,PD-Off,SL,2
0,0.554,0,PD-Off,SL,1
0,0.327,0,PD-Off,SL,1
0,0.365,0,PD-Off,SL,1
0,0.409,0,PD-Off,SL,1
0,0.407,1,PD-Off,SL,2
0,0.592,1,PD-Off,SL,2
0,0.68,1,PD-Off,SL,2
0,0.409,1,PD-Off,SL,2
0,0.571,1,PD-Off,SL,2
0,0.425,1,PD-Off,SL,2
0,0.311,1,PD-Off,SL,2
0,0.418,1,PD-Off,SL,2
0,0.444,0,PD-Off,SL,1
0,0.42,1,PD-Off,SL,2
0,0.492,1,PD-Off,SL,2
0,0.412,1,PD-Off,SL,2
0,0.32,0,PD-Off,SL,1
0,0.306,0,PD-Off,SL,1
0,0.33,0,PD-Off,SL,1
0,0.288,1,PD-On,SL,2
0,0.39,0,PD-On,SL,2
0,0.39,0,PD-On,SL,1
0,0.37,1,PD-On,SL,2
0,0.398,0,PD-On,SL,1
0,0.332,1,PD-On,SL,2
0,0.289,1,PD-On,SL,2
0,0.331,0,PD-On,SL,1
0,0.433,1,PD-On,SL,2
0,0.431,0,PD-On,SL,1
0,0.274,0,PD-On,SL,1
0,0.515,0,PD-On,SL,1
0,0.354,1,PD-On,SL,2
0,0.35,0,PD-On,SL,1
0,0.421,0,PD-On,SL,1
0,0.372,0,PD-On,SL,1
0,0.344,0,PD-On,SL,1
0,0.657,0,PD-On,SL,1
0,0.31,0,PD-On,SL,1
0,0.337,1,PD-On,SL,2
0,0.445,0,PD-On,SL,1
0,0.665,0,PD-On,SL,1
0,0.436,1,PD-On,SL,2
0,0.342,1,PD-On,SL,2
0,0.4,0,PD-On,SL,1
0,0.358,0,PD-On,SL,1
0,0.511,0,PD-On,SL,1
0,0.377,1,PD-On,SL,2
0,0.499,0,PD-On,SL,1
0,0.734,0,PD-On,SL,1
0,0.565,1,PD-On,SL,2
0,0.416,0,PD-On,SL,1
0,0.412,1,PD-On,SL,2
0,0.535,1,PD-On,SL,2
0,0.379,1,PD-On,SL,2
0,0.589,0,PD-On,SL,1
0,0.53,0,PD-On,SL,1
0,0.292,1,PD-On,SL,2
0,0.636,0,PD-On,SL,1
0,0.366,1,PD-On,SL,2
0,0.985,0,PD-On,SL,1
0,0.369,0,PD-On,SL,1
0,0.335,0,PD-On,SL,1
0,0.688,0,PD-On,SL,1
0,0.612,0,PD-On,SL,1
0,0.318,0,PD-On,SL,1
0,0.227,0,PD-On,SL,1
0,0.339,0,PD-On,SL,1
0,0.688,0,PD-On,SL,1
0,0.346,1,PD-On,SL,2
0,0.332,0,PD-On,SL,1
0,0.435,1,PD-On,SL,2
0,0.449,0,PD-On,SL,1
0,0.465,0,PD-On,SL,1
0,0.325,0,PD-On,SL,1
0,0.492,0,PD-On,SL,1
0,0.317,0,PD-On,SL,1
0,0.305,1,PD-On,SL,2
0,0.787,0,PD-On,SL,1
0,0.269,0,PD-On,SL,1
0,0.444,1,PD-On,SL,2
0,0.302,1,PD-On,SL,2
0,0.347,1,PD-On,SL,2
0,0.331,0,PD-On,SL,1
0,0.287,0,PD-On,SL,1
0,0.312,0,PD-On,SL,1
0,0.305,1,PD-On,SL,2
0,0.427,0,PD-On,SL,1
0,0.618,1,PD-On,SL,2
0,0.299,1,PD-On,SL,2
0,0.318,1,PD-On,SL,2
0,0.309,1,PD-On,SL,2
0,0.281,1,PD-On,SL,2
0,0.395,1,PD-On,SL,2
0,0.336,1,PD-On,SL,2
0,0.351,0,PD-On,SL,1
0,0.317,1,PD-On,SL,2
0,0.767,1,PD-On,SL,2
0,0.429,0,PD-On,SL,1
0,0.43,0,PD-On,SL,1
0,0.312,1,PD-On,SL,2
0,0.628,1,PD-On,SL,2
0,0.336,0,PD-On,SL,1
0,0.334,1,PD-On,SL,2
0,0.475,1,PD-On,SL,2
0,0.33,1,PD-On,SL,2
0,0.503,0,PD-On,SL,1
0,0.364,0,PD-On,SL,1
0,0.35,0,PD-On,SL,2
0,0.384,0,PD-On,SL,1
0,0.356,1,PD-On,SL,2
0,0.274,0,PD-On,SL,1
0,0.564,1,PD-On,SL,2
0,0.452,1,PD-On,SL,2
0,0.601,1,PD-On,SL,2
0,0.411,1,PD-On,SL,2
0,0.431,1,PD-On,SL,2
0,0.419,1,PD-On,SL,2
0,0.524,0,PD-On,SL,1
0,0.286,1,PD-On,SL,2
0,0.316,0,PD-On,SL,1
0,0.563,1,PD-On,SL,2
0,0.418,1,PD-On,SL,2
0,0.307,1,PD-On,SL,2
0,0.33,1,PD-On,SL,2
0,0.279,0,PD-On,SL,1
0,0.987,0,PD-On,SL,1
0,0.665,1,PD-On,SL,2
0,0.28,1,PD-On,SL,2
0,0.406,1,PD-On,SL,2
0,0.344,1,PD-On,SL,2
0,0.291,1,PD-On,SL,2
0,0.317,0,PD-On,SL,1
0,0.494,0,PD-On,SL,1
0,0.568,1,Control,SH,2
0,0.463,1,Control,SH,2
0,0.441,1,Control,SH,2
0,0.444,1,Control,SH,2
0,0.365,1,Control,SH,2
0,0.363,0,Control,SH,1
0,0.336,0,Control,SH,1
0,0.382,0,Control,SH,1
0,0.358,1,Control,SH,2
0,0.506,0,Control,SH,1
0,0.359,1,Control,SH,2
0,0.402,1,Control,SH,2
0,0.35,1,Control,SH,2
0,0.393,1,Control,SH,2
0,0.426,0,Control,SH,1
0,0.459,1,Control,SH,2
0,0.339,0,Control,SH,1
0,0.372,1,Control,SH,2
0,0.363,0,Control,SH,1
0,0.357,1,Control,SH,2
0,0.379,0,Control,SH,1
0,0.368,1,Control,SH,2
0,0.397,1,Control,SH,2
0,0.259,1,Control,SH,2
0,0.401,0,Control,SH,1
0,0.379,0,Control,SH,1
0,0.268,0,Control,SH,1
0,0.273,0,Control,SH,1
0,0.379,0,Control,SH,1
0,0.35,0,Control,SH,1
0,0.299,1,Control,SH,2
0,0.272,1,Control,SH,2
0,0.289,0,Control,SH,1
0,0.389,1,Control,SH,2
0,0.331,0,Control,SH,1
0,0.39,0,Control,SH,1
0,0.256,0,Control,SH,1
0,0.407,1,Control,SH,2
0,0.244,1,Control,SH,2
0,0.577,0,Control,SH,1
0,0.342,1,Control,SH,2
0,0.37,0,Control,SH,1
0,0.517,1,Control,SH,2
0,0.355,1,Control,SH,2
0,0.4,1,Control,SH,2
0,0.418,0,Control,SH,1
0,0.362,1,Control,SH,2
0,0.348,0,Control,SH,1
0,0.425,1,Control,SH,2
0,0.264,1,Control,SH,2
0,0.393,0,Control,SH,1
0,0.349,0,Control,SH,1
0,0.251,1,Control,SH,2
0,0.264,1,Control,SH,2
0,0.264,1,Control,SH,2
0,0.405,1,Control,SH,2
0,0.245,0,Control,SH,1
0,0.344,0,Control,SH,1
0,0.358,1,Control,SH,2
0,0.244,0,Control,SH,1
0,0.383,0,Control,SH,1
0,0.273,1,Control,SH,2
0,0.282,0,Control,SH,1
0,0.318,0,Control,SH,1
0,0.349,0,Control,SH,1
0,0.39,1,Control,SH,2
0,0.352,1,Control,SH,2
0,0.39,1,Control,SH,2
0,0.274,0,Control,SH,1
0,0.375,0,Control,SH,1
0,0.378,0,Control,SH,1
0,0.376,0,Control,SH,1
0,0.242,1,Control,SH,2
0,0.367,0,Control,SH,1
0,0.325,1,Control,SH,2
0,0.622,1,Control,SH,2
0,0.294,0,Control,SH,1
0,0.404,0,Control,SH,1
0,0.427,0,Control,SH,1
0,0.273,1,Control,SH,2
0,0.367,1,Control,SH,2
0,0.341,0,Control,SH,1
0,0.284,1,Control,SH,2
0,0.245,1,Control,SH,2
0,0.265,1,Control,SH,2
0,0.398,1,Control,SH,2
0,0.237,0,Control,SH,1
0,0.376,1,Control,SH,2
0,0.258,0,Control,SH,1
0,0.395,0,Control,SH,1
0,0.28,0,Control,SH,1
0,0.264,0,Control,SH,1
0,0.326,1,Control,SH,2
0,0.369,0,Control,SH,1
0,0.256,1,Control,SH,2
0,0.257,1,Control,SH,2
0,0.371,0,Control,SH,1
0,0.399,1,Control,SH,2
0,0.263,0,Control,SH,1
0,0.265,1,Control,SH,2
0,0.407,1,Control,SH,2
0,0.357,0,Control,SH,1
0,0.261,0,Control,SH,1
0,0.305,1,Control,SH,2
0,0.249,0,Control,SH,1
0,0.245,0,Control,SH,1
0,0.28,0,Control,SH,1
0,0.293,0,Control,SH,1
0,0.354,1,Control,SH,2
0,0.374,0,Control,SH,1
0,0.242,0,Control,SH,1
0,0.391,1,Control,SH,2
0,0.331,0,Control,SH,1
0,0.346,1,Control,SH,2
0,0.24,0,Control,SH,1
0,0.258,1,Control,SH,2
0,0.407,1,Control,SH,2
0,0.436,0,PD-Off,SH,1
0,0.365,0,PD-Off,SH,1
0,0.507,1,PD-Off,SH,2
0,0.349,0,PD-Off,SH,1
0,0.354,1,PD-Off,SH,2
0,0.371,0,PD-Off,SH,1
0,0.415,1,PD-Off,SH,2
0,0.44,1,PD-Off,SH,2
0,0.408,0,PD-Off,SH,1
0,0.321,0,PD-Off,SH,1
0,0.603,0,PD-Off,SH,1
0,0.631,1,PD-Off,SH,2
0,0.314,0,PD-Off,SH,1
0,0.344,1,PD-Off,SH,2
0,0.436,1,PD-Off,SH,2
0,0.403,0,PD-Off,SH,1
0,0.828,1,PD-Off,SH,2
0,0.381,0,PD-Off,SH,1
0,0.412,1,PD-Off,SH,2
0,0.55,0,PD-Off,SH,1
0,0.389,1,PD-Off,SH,2
0,0.316,0,PD-Off,SH,1
0,0.405,1,PD-Off,SH,2
0,0.404,1,PD-Off,SH,2
0,0.285,0,PD-Off,SH,1
0,0.337,0,PD-Off,SH,1
0,0.464,0,PD-Off,SH,1
0,0.394,1,PD-Off,SH,2
0,0.484,1,PD-Off,SH,2
0,0.371,1,PD-Off,SH,2
0,0.374,0,PD-Off,SH,1
0,0.367,0,PD-Off,SH,1
0,0.276,0,PD-Off,SH,1
0,0.341,1,PD-Off,SH,2
0,0.367,1,PD-Off,SH,2
0,0.406,1,PD-Off,SH,2
0,0.613,0,PD-Off,SH,1
0,0.373,1,PD-Off,SH,2
0,0.519,1,PD-Off,SH,2
0,0.382,1,PD-Off,SH,2
0,0.303,1,PD-Off,SH,2
0,0.404,1,PD-Off,SH,2
0,0.31,0,PD-Off,SH,1
0,0.375,0,PD-Off,SH,1
0,0.359,1,PD-Off,SH,2
0,0.435,0,PD-Off,SH,1
0,0.309,1,PD-Off,SH,2
0,0.279,0,PD-Off,SH,1
0,0.441,0,PD-Off,SH,1
0,0.359,0,PD-Off,SH,1
0,0.367,0,PD-Off,SH,1
0,0.342,0,PD-Off,SH,1
0,0.351,1,PD-Off,SH,2
0,0.282,0,PD-Off,SH,1
0,0.387,1,PD-Off,SH,2
0,0.297,0,PD-Off,SH,1
0,0.442,0,PD-Off,SH,1
0,0.322,0,PD-Off,SH,1
0,0.388,0,PD-Off,SH,1
0,0.49,1,PD-Off,SH,2
0,0.34,0,PD-Off,SH,1
0,0.496,1,PD-Off,SH,2
0,0.304,1,PD-Off,SH,2
0,0.376,0,PD-Off,SH,1
0,0.324,0,PD-Off,SH,1
0,0.32,1,PD-Off,SH,2
0,0.322,0,PD-Off,SH,1
0,0.371,0,PD-Off,SH,1
0,0.618,0,PD-Off,SH,1
0,0.364,0,PD-Off,SH,1
0,0.585,1,PD-Off,SH,2
0,0.317,0,PD-Off,SH,1
0,0.357,0,PD-Off,SH,1
0,0.343,0,PD-Off,SH,1
0,0.288,1,PD-Off,SH,2
0,0.355,1,PD-Off,SH,2
0,0.418,0,PD-Off,SH,1
0,0.288,1,PD-Off,SH,2
0,0.35,1,PD-Off,SH,2
0,0.341,1,PD-Off,SH,2
0,0.48,1,PD-Off,SH,2
0,0.399,0,PD-Off,SH,1
0,0.417,1,PD-Off,SH,2
0,0.341,1,PD-Off,SH,2
0,0.396,1,PD-Off,SH,2
0,0.315,0,PD-Off,SH,1
0,0.336,0,PD-Off,SH,1
0,0.302,1,PD-Off,SH,2
0,0.376,1,PD-Off,SH,2
0,0.765,1,PD-Off,SH,2
0,0.505,1,PD-Off,SH,2
0,0.37,1,PD-Off,SH,2
0,0.325,1,PD-Off,SH,2
0,0.292,0,PD-Off,SH,1
0,0.333,0,PD-Off,SH,1
0,0.344,0,PD-Off,SH,1
0,0.384,0,PD-Off,SH,1
0,0.367,1,PD-Off,SH,2
0,0.368,0,PD-Off,SH,1
0,0.337,0,PD-Off,SH,1
0,0.402,0,PD-Off,SH,1
0,0.405,1,PD-Off,SH,2
0,0.311,1,PD-Off,SH,2
0,0.379,1,PD-Off,SH,2
0,0.395,1,PD-Off,SH,2
0,0.379,0,PD-Off,SH,1
0,0.438,0,PD-Off,SH,1
0,0.48,0,PD-Off,SH,1
0,0.28,1,PD-Off,SH,2
0,0.373,0,PD-Off,SH,1
0,0.326,1,PD-Off,SH,2
0,0.406,0,PD-Off,SH,1
0,0.375,1,PD-Off,SH,2
0,0.258,1,PD-Off,SH,2
0,0.434,1,PD-On,SH,2
0,0.289,0,PD-On,SH,1
0,0.426,0,PD-On,SH,1
0,0.338,1,PD-On,SH,2
0,0.461,0,PD-On,SH,1
0,0.334,1,PD-On,SH,2
0,0.382,0,PD-On,SH,1
0,0.35,1,PD-On,SH,2
0,0.345,1,PD-On,SH,2
0,0.381,1,PD-On,SH,2
0,0.564,0,PD-On,SH,1
0,0.327,0,PD-On,SH,1
0,0.304,0,PD-On,SH,1
0,0.484,1,PD-On,SH,2
0,0.34,0,PD-On,SH,1
0,0.45,0,PD-On,SH,1
0,0.407,1,PD-On,SH,2
0,0.378,0,PD-On,SH,1
0,0.448,1,PD-On,SH,2
0,0.374,1,PD-On,SH,2
0,0.395,0,PD-On,SH,1
0,0.621,0,PD-On,SH,1
0,0.347,0,PD-On,SH,1
0,0.316,1,PD-On,SH,2
0,0.272,1,PD-On,SH,2
0,0.258,1,PD-On,SH,2
0,0.428,0,PD-On,SH,1
0,0.325,1,PD-On,SH,2
0,0.264,0,PD-On,SH,1
0,0.274,0,PD-On,SH,1
0,0.456,1,PD-On,SH,2
0,0.457,1,PD-On,SH,2
0,0.311,1,PD-On,SH,2
0,0.373,1,PD-On,SH,2
0,0.396,1,PD-On,SH,2
0,0.362,0,PD-On,SH,1
0,0.351,1,PD-On,SH,2
0,0.333,1,PD-On,SH,2
0,0.41,1,PD-On,SH,2
0,0.311,0,PD-On,SH,2
0,0.331,1,PD-On,SH,2
0,0.258,0,PD-On,SH,1
0,0.239,0,PD-On,SH,1
0,0.405,0,PD-On,SH,1
0,0.487,0,PD-On,SH,1
0,0.621,0,PD-On,SH,1
0,0.28,0,PD-On,SH,1
0,0.345,1,PD-On,SH,2
0,0.291,0,PD-On,SH,1
0,0.594,1,PD-On,SH,2
0,0.334,0,PD-On,SH,1
0,0.6,0,PD-On,SH,1
0,0.285,0,PD-On,SH,1
0,0.259,1,PD-On,SH,2
0,0.482,0,PD-On,SH,1
0,0.327,0,PD-On,SH,1
0,0.333,1,PD-On,SH,2
0,0.298,1,PD-On,SH,2
0,0.331,1,PD-On,SH,2
0,0.27,1,PD-On,SH,2
0,0.5,0,PD-On,SH,1
0,0.345,0,PD-On,SH,1
0,0.36,1,PD-On,SH,2
0,0.387,1,PD-On,SH,2
0,0.385,1,PD-On,SH,2
0,0.327,1,PD-On,SH,2
0,0.345,0,PD-On,SH,1
0,0.401,1,PD-On,SH,2
0,0.329,1,PD-On,SH,2
0,0.273,0,PD-On,SH,1
0,0.416,1,PD-On,SH,2
0,0.35,0,PD-On,SH,1
0,0.33,0,PD-On,SH,1
0,0.372,0,PD-On,SH,1
0,0.345,0,PD-On,SH,1
0,0.309,0,PD-On,SH,1
0,0.253,0,PD-On,SH,1
0,0.458,0,PD-On,SH,1
0,0.391,0,PD-On,SH,1
0,0.34,1,PD-On,SH,2
0,0.457,0,PD-On,SH,1
0,0.325,1,PD-On,SH,2
0,0.395,0,PD-On,SH,1
0,0.358,0,PD-On,SH,1
0,0.432,1,PD-On,SH,2
0,0.301,0,PD-On,SH,1
0,0.257,0,PD-On,SH,1
0,0.394,1,PD-On,SH,2
0,0.538,0,PD-On,SH,1
0,0.284,1,PD-On,SH,2
0,0.265,0,PD-On,SH,1
0,0.36,1,PD-On,SH,2
0,0.33,0,PD-On,SH,1
0,0.303,0,PD-On,SH,1
0,0.315,1,PD-On,SH,2
0,0.372,1,PD-On,SH,2
0,0.445,1,PD-On,SH,2
0,0.281,1,PD-On,SH,2
0,0.525,1,PD-On,SH,2
0,0.581,0,PD-On,SH,1
0,0.453,0,PD-On,SH,1
0,0.278,1,PD-On,SH,2
0,0.29,0,PD-On,SH,1
0,0.325,1,PD-On,SH,2
0,0.311,0,PD-On,SH,1
0,0.367,1,PD-On,SH,2
0,0.369,1,PD-On,SH,2
0,0.343,1,PD-On,SH,2
0,0.317,1,PD-On,SH,2
0,0.541,0,PD-On,SH,1
0,0.645,0,PD-On,SH,1
0,0.33,0,PD-On,SH,1
0,0.367,1,PD-On,SH,2
0,0.336,0,PD-On,SH,1
0,0.422,1,Control,LL,2
0,0.397,0,Control,LL,1
0,0.374,1,Control,LL,1
0,0.246,1,Control,LL,2
0,0.259,0,Control,LL,1
0,0.251,1,Control,LL,2
0,0.414,0,Control,LL,1
0,0.351,1,Control,LL,2
0,0.404,0,Control,LL,1
0,0.383,1,Control,LL,1
0,0.427,0,Control,LL,1
0,0.355,1,Control,LL,2
0,0.242,0,Control,LL,1
0,0.274,1,Control,LL,2
0,0.372,0,Control,LL,1
0,0.358,1,Control,LL,2
0,0.36,0,Control,LL,1
0,0.383,0,Control,LL,1
0,0.426,1,Control,LL,2
0,0.432,1,Control,LL,2
0,0.422,0,Control,LL,1
0,0.667,0,Control,LL,1
0,0.437,0,Control,LL,1
0,0.432,0,Control,LL,1
0,0.253,1,Control,LL,2
0,0.512,1,Control,LL,2
0,0.499,0,Control,LL,1
0,0.421,1,Control,LL,2
0,0.411,1,Control,LL,2
0,0.34,0,Control,LL,1
0,0.404,1,Control,LL,2
0,0.24,0,Control,LL,1
0,0.36,1,Control,LL,2
0,0.265,1,Control,LL,2
0,0.329,0,Control,LL,1
0,0.244,1,Control,LL,2
0,0.364,1,Control,LL,2
0,0.386,0,Control,LL,1
0,0.386,1,Control,LL,2
0,0.243,1,Control,LL,2
0,0.328,0,Control,LL,1
0,0.254,1,Control,LL,2
0,0.369,1,Control,LL,2
0,0.441,1,Control,LL,2
0,0.351,0,Control,LL,1
0,0.575,1,Control,LL,2
0,0.252,1,Control,LL,2
0,0.669,0,Control,LL,1
0,0.262,0,Control,LL,1
0,0.527,1,Control,LL,2
0,0.489,0,Control,LL,1
0,0.332,0,Control,LL,1
0,0.237,0,Control,LL,1
0,0.349,1,Control,LL,2
0,0.302,1,Control,LL,2
0,0.358,1,Control,LL,2
0,0.379,0,Control,LL,1
0,0.367,0,Control,LL,1
0,0.445,0,Control,LL,1
0,0.4,0,Control,LL,1
0,0.387,0,Control,LL,1
0,0.569,0,Control,LL,1
0,0.358,0,Control,LL,1
0,0.556,1,Control,LL,2
0,0.394,0,Control,LL,1
0,0.355,1,Control,LL,2
0,0.264,0,Control,LL,1
0,0.301,1,Control,LL,2
0,0.279,0,Control,LL,1
0,0.378,1,Control,LL,2
0,0.25,0,Control,LL,1
0,0.247,1,Control,LL,2
0,0.379,0,Control,LL,1
0,0.389,0,Control,LL,1
0,0.462,1,Control,LL,2
0,0.328,0,Control,LL,1
0,0.382,0,Control,LL,1
0,0.287,1,Control,LL,2
0,0.389,1,Control,LL,2
0,0.34,1,Control,LL,2
0,0.348,1,Control,LL,2
0,0.362,1,Control,LL,2
0,0.305,0,Control,LL,1
0,0.432,1,Control,LL,2
0,0.247,0,Control,LL,1
0,0.353,0,Control,LL,1
0,0.381,1,Control,LL,2
0,0.58,0,Control,LL,1
0,0.429,1,Control,LL,2
0,0.348,1,Control,LL,2
0,0.42,0,Control,LL,1
0,0.232,0,Control,LL,1
0,0.34,0,Control,LL,1
0,0.501,0,Control,LL,1
0,0.439,1,Control,LL,2
0,0.454,1,Control,LL,2
0,0.236,0,Control,LL,1
0,0.302,1,Control,LL,2
0,0.385,1,Control,LL,2
0,0.272,1,Control,LL,2
0,0.39,1,Control,LL,2
0,0.258,1,Control,LL,2
0,0.245,1,Control,LL,2
0,0.363,0,Control,LL,1
0,0.369,0,Control,LL,1
0,0.353,0,Control,LL,1
0,0.494,1,Control,LL,2
0,0.426,1,Control,LL,2
0,0.244,0,Control,LL,1
0,0.34,1,Control,LL,2
0,0.489,1,Control,LL,2
0,0.352,1,Control,LL,2
0,0.362,1,Control,LL,2
0,0.346,1,Control,LL,2
0,0.406,0,Control,LL,1
0,0.388,0,Control,LL,1
0,0.365,1,PD-Off,LL,2
