                             mean          std        2.5q         25q         50q          75q      97.5q       mc err
v_subj(LH.PD-Off).12   0.00926607    0.0650494    -0.11983   -0.036154   0.0137167     0.051988   0.129955   0.00392725
v_subj(LH.PD-Off).13   0.00668269    0.0651193   -0.123138  -0.0387025   0.0114456    0.0505038   0.127328   0.00396217
v_subj(LH.PD-Off).14   0.00925095    0.0656248   -0.120332  -0.0364304   0.0136646    0.0520664   0.131948   0.00393792
v_subj(LH.PD-Off).15   0.00980065    0.0647794    -0.11918  -0.0354324   0.0138985    0.0520589   0.131243   0.00390589
v_subj(LH.PD-On).0      -0.142907     0.062777   -0.269824   -0.186317   -0.140086    -0.100908 -0.0217149   0.00358237
v_subj(LH.PD-On).1       -0.14577     0.063321   -0.275374   -0.189496   -0.141851    -0.102923 -0.0260138   0.00360865
v_subj(LH.PD-On).2      -0.149861    0.0630089   -0.279211   -0.193987   -0.144762    -0.106253 -0.0331926    0.0036392
v_subj(LH.PD-On).3      -0.146984    0.0627978    -0.27534   -0.190394   -0.142916     -0.10424 -0.0277377    0.0035964
v_subj(LH.PD-On).4      -0.153646    0.0645619   -0.286779   -0.198143   -0.147678    -0.108891 -0.0361771   0.00373252
v_subj(LH.PD-On).5      -0.147377      0.06346   -0.277343   -0.191216   -0.143023    -0.104166 -0.0282886   0.00360977
v_subj(LH.PD-On).6      -0.147718     0.063991   -0.279634   -0.191895   -0.143274    -0.104109 -0.0264291   0.00363013
v_subj(LH.PD-On).7       -0.15079    0.0638195   -0.281835   -0.195386   -0.145438    -0.106869  -0.032765   0.00365681
v_subj(LH.PD-On).8      -0.145825    0.0633078   -0.274514   -0.189463   -0.142154    -0.103161 -0.0245837   0.00359853
v_subj(LH.PD-On).9      -0.148152    0.0637332   -0.278146   -0.192048   -0.143203    -0.104355 -0.0295548    0.0036384
v_subj(LH.PD-On).10     -0.147536    0.0628697   -0.276373    -0.19101   -0.143028    -0.104824 -0.0296177   0.00360844
v_subj(LH.PD-On).11     -0.147412     0.063345   -0.277572     -0.1911   -0.143037    -0.104112 -0.0280229   0.00361691
v_subj(LH.PD-On).12      -0.14747    0.0628497   -0.276819   -0.190844   -0.143023    -0.104225 -0.0292352   0.00359887
v_subj(LH.PD-On).13     -0.149715    0.0634405   -0.279801   -0.193527   -0.144549     -0.10616 -0.0316211   0.00363746
v_subj(LH.PD-On).14     -0.147164    0.0635937   -0.276532   -0.190916   -0.142874    -0.103811 -0.0265006   0.00360717
v_subj(LH.PD-On).15     -0.145358     0.063349   -0.274588    -0.18905   -0.141903    -0.102446 -0.0248163   0.00359611
v_subj(LL.Control).0  -0.00864721    0.0733122   -0.142726   -0.065512 -0.00749439    0.0404929   0.136487   0.00474437
v_subj(LL.Control).1   -0.0115939    0.0737677   -0.149479  -0.0692066 -0.00999136    0.0376564   0.133271   0.00470954
v_subj(LL.Control).2   -0.0136805    0.0731409   -0.151517  -0.0709638  -0.0121978    0.0354501   0.129467   0.00466749
v_subj(LL.Control).3   -0.0116185    0.0734769   -0.149526  -0.0687043  -0.0100018     0.037727    0.13231   0.00471985
v_subj(LL.Control).4   -0.0127033    0.0736585   -0.151542  -0.0703043  -0.0109677    0.0360994   0.131984      0.00469
v_subj(LL.Control).5   -0.0115961    0.0738622   -0.149539  -0.0693608  -0.0096969     0.037502   0.133041   0.00471659
v_subj(LL.Control).6   -0.0117869    0.0735463    -0.14915  -0.0692345  -0.0103627    0.0372421   0.132071   0.00470048
v_subj(LL.Control).7   -0.0113239    0.0737414   -0.150465  -0.0689751 -0.00924626    0.0376041   0.133573   0.00470254
v_subj(LL.Control).8   -0.0103675    0.0736852   -0.148818  -0.0676641 -0.00865342    0.0388042   0.134735   0.00473292
v_subj(LL.Control).10  -0.0113124    0.0733523    -0.14858  -0.0685295 -0.00945896    0.0377349   0.131509   0.00470973
v_subj(LL.Control).11   -0.011555    0.0741172   -0.151545  -0.0690321 -0.00960946    0.0383262   0.133091   0.00472762
v_subj(LL.Control).12  -0.0110368    0.0733982   -0.148464  -0.0682728 -0.00916995     0.038041   0.132036   0.00470592
v_subj(LL.Control).13   -0.012258    0.0736174   -0.149831  -0.0694504  -0.0102892    0.0371552   0.131499   0.00470356
v_subj(LL.Control).14  -0.0111315    0.0734545   -0.146531  -0.0685011 -0.00930423    0.0384304   0.133407   0.00471682
v_subj(LL.Control).15  -0.0105997    0.0738649   -0.148873  -0.0680691 -0.00906778    0.0385546   0.134144   0.00473025
v_subj(LL.PD-Off).0    -0.0129498     0.071123   -0.136059  -0.0653685  -0.0139136    0.0340669   0.133602   0.00450007
v_subj(LL.PD-Off).1    -0.0111015    0.0708915   -0.132613  -0.0637133  -0.0125771    0.0358892    0.13546   0.00447951
v_subj(LL.PD-Off).2   -0.00840636    0.0717436   -0.129641  -0.0613537  -0.0104056     0.039162   0.141749   0.00454964
v_subj(LL.PD-Off).3    -0.0115995    0.0713996   -0.134859   -0.064342  -0.0126403    0.0357504   0.135851   0.00451665
v_subj(LL.PD-Off).4    -0.0161955    0.0707662   -0.141219  -0.0682965  -0.0168084    0.0303718   0.128069   0.00445942
v_subj(LL.PD-Off).5    -0.0116449    0.0713102   -0.135024   -0.064707  -0.0123741    0.0355894   0.135269   0.00448141
v_subj(LL.PD-Off).6    -0.0115221    0.0714151   -0.133842  -0.0641459  -0.0129294    0.0354372   0.136321   0.00449957
v_subj(LL.PD-Off).7   -0.00446131    0.0730581   -0.126363  -0.0579562 -0.00771355    0.0432569   0.149875   0.00464258
v_subj(LL.PD-Off).8    -0.0119993    0.0709621   -0.134076  -0.0645391  -0.0129856    0.0346253     0.1348   0.00447884
v_subj(LL.PD-Off).9    -0.0120867    0.0715282   -0.135352  -0.0643681  -0.0135007    0.0351165   0.136432   0.00448859
v_subj(LL.PD-Off).10   -0.0118233    0.0707538   -0.132766  -0.0642006  -0.0129282     0.034838   0.133983   0.00447312
v_subj(LL.PD-Off).11    -0.012253    0.0707415   -0.134315  -0.0641452  -0.0132018    0.0344773   0.133731    0.0044831
v_subj(LL.PD-Off).12   -0.0130096    0.0711621   -0.136491  -0.0658345  -0.0137938    0.0339875   0.134111   0.00448104
v_subj(LL.PD-Off).13   -0.0099248    0.0712857   -0.131095  -0.0627786  -0.0114408    0.0371768   0.138107   0.00451009
v_subj(LL.PD-Off).14   -0.0116165    0.0716014   -0.134977  -0.0646037  -0.0126302    0.0358132   0.136086   0.00450797
v_subj(LL.PD-Off).15   -0.0116535    0.0713127   -0.134315  -0.0642655  -0.0132706    0.0353141   0.135941   0.00449467
v_subj(LL.PD-On).0     -0.0312086    0.0646384    -0.16113  -0.0728893  -0.0280401   0.00854545  0.0971682   0.00376603
v_subj(LL.PD-On).1     -0.0299436    0.0655051   -0.162254  -0.0717869  -0.0268089   0.00970292    0.10074   0.00378113
v_subj(LL.PD-On).2     -0.0407819    0.0645696    -0.17506  -0.0831393  -0.0365448  0.000867785  0.0818695   0.00374194
v_subj(LL.PD-On).3     -0.0299885    0.0652941   -0.160167  -0.0719268  -0.0266809    0.0101825   0.098453   0.00377322
v_subj(LL.PD-On).4     -0.0300435    0.0648599   -0.160648  -0.0719093  -0.0269074   0.00978501  0.0991447   0.00377772
v_subj(LL.PD-On).5     -0.0289324    0.0657252   -0.159608  -0.0709672  -0.0255319    0.0106697   0.102921   0.00382511
v_subj(LL.PD-On).6     -0.0303724    0.0660148   -0.162933  -0.0726092  -0.0270359   0.00959262   0.101123   0.00380165
v_subj(LL.PD-On).7     -0.0199694    0.0686345   -0.150956  -0.0638566  -0.0198775    0.0208339   0.123296   0.00404052
v_subj(LL.PD-On).8     -0.0309142    0.0652495   -0.161323  -0.0730502  -0.0281681   0.00908465  0.0973356   0.00377365
v_subj(LL.PD-On).9     -0.0328793     0.065075   -0.167536  -0.0746405  -0.0291658   0.00756396  0.0946243   0.00375779
v_subj(LL.PD-On).10    -0.0331732    0.0642179   -0.164234  -0.0747819  -0.0292852    0.0070966  0.0923433   0.00372683
v_subj(LL.PD-On).11    -0.0309128    0.0654715    -0.16261  -0.0729304  -0.0278741   0.00945335   0.098368   0.00376188
v_subj(LL.PD-On).12     -0.031374    0.0648992   -0.163084  -0.0729865  -0.0283617   0.00868749  0.0973975   0.00376508
v_subj(LL.PD-On).13    -0.0316441    0.0645321   -0.161456    -0.07321  -0.0280434   0.00861459  0.0942003   0.00373795
v_subj(LL.PD-On).14    -0.0299171    0.0654205   -0.161835  -0.0718697  -0.0267951    0.0101277   0.100091   0.00377579
v_subj(LL.PD-On).15    -0.0317165    0.0648776   -0.163265  -0.0731047  -0.0282627    0.0083173  0.0962352   0.00375662
v_subj(SH.Control).0   -0.0206425    0.0763712   -0.169994  -0.0720047  -0.0195976     0.036833   0.127603   0.00506441
v_subj(SH.Control).1   -0.0213558    0.0768704    -0.17337  -0.0729254  -0.0199392     0.036025   0.126893   0.00510336
v_subj(SH.Control).2   -0.0212542    0.0764781   -0.171585  -0.0726083  -0.0197979    0.0358744   0.127263   0.00507708
v_subj(SH.Control).3   -0.0211568    0.0763687   -0.171342  -0.0729615  -0.0201583     0.036135   0.126149   0.00508043
v_subj(SH.Control).4   -0.0225474    0.0770665   -0.173617  -0.0741752  -0.0209715    0.0346504   0.125766   0.00511879
v_subj(SH.Control).5   -0.0224939    0.0770516   -0.174296  -0.0742521  -0.0210412    0.0351118   0.125285   0.00510824
v_subj(SH.Control).6   -0.0205935    0.0765312   -0.170982  -0.0725408  -0.0191527    0.0363042    0.12759   0.00507328
v_subj(SH.Control).7   -0.0211438    0.0768828   -0.172516  -0.0726845   -0.019946    0.0361879   0.126853   0.00507978
v_subj(SH.Control).8   -0.0201988    0.0768772   -0.171412  -0.0719948  -0.0188037    0.0375359   0.128263   0.00507266
v_subj(SH.Control).10  -0.0210681    0.0765068   -0.172366  -0.0723148  -0.0197284    0.0356487    0.12641   0.00508264
v_subj(SH.Control).11  -0.0201793    0.0768028    -0.17087  -0.0717933  -0.0187339    0.0364012   0.128921   0.00507283
v_subj(SH.Control).12  -0.0204528     0.076322   -0.170531  -0.0719087  -0.0191053     0.035924   0.126731   0.00505663
v_subj(SH.Control).13  -0.0207732    0.0768381   -0.172181   -0.071782  -0.0194814    0.0364015   0.128128   0.00506937
v_subj(SH.Control).14  -0.0214114     0.076965   -0.172934  -0.0729541  -0.0205398    0.0355841   0.126882   0.00509579
v_subj(SH.Control).15  -0.0209862     0.076862   -0.171815   -0.072463  -0.0198444    0.0361114   0.128234   0.00508755
v_subj(SH.PD-Off).0     0.0319338    0.0639784  -0.0970755 -0.00904116   0.0302692    0.0768379   0.152513   0.00372922
v_subj(SH.PD-Off).1     0.0324464    0.0639747  -0.0971193   -0.008431   0.0306411    0.0775437   0.153801   0.00374548
v_subj(SH.PD-Off).2     0.0317511    0.0640026  -0.0965713 -0.00943383   0.0297269    0.0770408   0.152913   0.00374598
v_subj(SH.PD-Off).3     0.0330738    0.0640913  -0.0960994 -0.00800044   0.0310478    0.0782639   0.154633   0.00375748
v_subj(SH.PD-Off).4     0.0298322     0.064173  -0.0997757  -0.0117598    0.028456    0.0751615   0.150837   0.00372144
v_subj(SH.PD-Off).5     0.0324162    0.0644811  -0.0968058 -0.00903313   0.0304683      0.07785   0.153796   0.00373557
v_subj(SH.PD-Off).6     0.0319025    0.0644566  -0.0979217 -0.00940869   0.0301528    0.0770074    0.15417   0.00375363
v_subj(SH.PD-Off).7     0.0384394    0.0652039  -0.0908954 -0.00215679   0.0357576    0.0833624   0.165355   0.00386231
v_subj(SH.PD-Off).8     0.0326161    0.0642377  -0.0963408  -0.0085462   0.0308198    0.0772089   0.155145   0.00375218
v_subj(SH.PD-Off).9      0.032924    0.0643627  -0.0966656 -0.00828871   0.0310098    0.0784429   0.154179   0.00376236
v_subj(SH.PD-Off).10    0.0349437    0.0637719  -0.0933712 -0.00576991   0.0331523    0.0795616   0.157095   0.00376645
v_subj(SH.PD-Off).11     0.035027    0.0641383  -0.0934513 -0.00617073   0.0329986    0.0798857   0.158165   0.00379143
v_subj(SH.PD-Off).12    0.0294841    0.0635936  -0.0996691  -0.0115901   0.0280168    0.0745798    0.14815   0.00370664
v_subj(SH.PD-Off).13    0.0335018    0.0640107   -0.095186  -0.0072435   0.0319169    0.0786437   0.154883   0.00375415
v_subj(SH.PD-Off).14    0.0339348    0.0647551  -0.0954576 -0.00762635   0.0316454     0.079407   0.156825   0.00377794
v_subj(SH.PD-Off).15    0.0322833    0.0639179  -0.0964119 -0.00863801   0.0306233    0.0770529   0.153332   0.00372603
v_subj(SH.PD-On).0      -0.100262    0.0668784   -0.221456   -0.147899    -0.10155   -0.0565958  0.0349173   0.00422338
v_subj(SH.PD-On).1     -0.0981582    0.0672596   -0.219742   -0.146112  -0.0993948   -0.0544461   0.037944   0.00423699
v_subj(SH.PD-On).2      -0.107908    0.0661059    -0.23295   -0.153868   -0.107859   -0.0638209  0.0231952   0.00411263
v_subj(SH.PD-On).3     -0.0987905    0.0672179    -0.21987   -0.146894   -0.100177   -0.0548713  0.0362016   0.00421004
v_subj(SH.PD-On).4      -0.100198    0.0671997   -0.222903   -0.147606    -0.10146   -0.0568443  0.0358173   0.00421416
v_subj(SH.PD-On).5     -0.0997245    0.0667485   -0.221888   -0.147178    -0.10105   -0.0567336  0.0369174   0.00421009
v_subj(SH.PD-On).6     -0.0996736    0.0669655   -0.222186   -0.146755   -0.100963    -0.055905   0.035099   0.00421515
v_subj(SH.PD-On).7      -0.102016    0.0666358   -0.225184   -0.148782    -0.10283   -0.0586911  0.0312021   0.00415499
v_subj(SH.PD-On).8     -0.0986963     0.066985   -0.220527   -0.146288   -0.099713   -0.0558235  0.0371986   0.00422237
v_subj(SH.PD-On).9      -0.100244    0.0669322   -0.222297   -0.147522   -0.101185   -0.0572239  0.0343654   0.00419349
v_subj(SH.PD-On).10     -0.101029    0.0665042   -0.222035    -0.14807   -0.102133   -0.0579228  0.0330441   0.00416673
v_subj(SH.PD-On).11    -0.0983967     0.067323   -0.220965   -0.146372   -0.100159    -0.055045  0.0384433   0.00423835
v_subj(SH.PD-On).12    -0.0982605    0.0667233   -0.218529   -0.145992   -0.100003   -0.0549149  0.0372512   0.00424464
v_subj(SH.PD-On).13     -0.099322    0.0665759   -0.219857    -0.14675   -0.100636    -0.055957  0.0344609    0.0042111
v_subj(SH.PD-On).14     -0.100453    0.0667063   -0.222917   -0.147453   -0.101411    -0.057157  0.0330321   0.00420236
v_subj(SH.PD-On).15    -0.0994555    0.0669349   -0.221496   -0.147019   -0.100653   -0.0557661  0.0355779    0.0042008
v_subj(SL.Control).0   -0.0652749    0.0863536   -0.234844   -0.124102   -0.058325  -0.00715206  0.0999307   0.00616227
v_subj(SL.Control).1   -0.0653605    0.0866911   -0.235828   -0.124248  -0.0585644  -0.00733974   0.100018   0.00617039
v_subj(SL.Control).2   -0.0657734    0.0861107   -0.235326   -0.124266  -0.0593769  -0.00786803  0.0992558   0.00615741
v_subj(SL.Control).3    -0.066337     0.086043   -0.235564   -0.124156  -0.0595762  -0.00885611  0.0987589   0.00615991
v_subj(SL.Control).4   -0.0654459    0.0866945   -0.235857   -0.124462  -0.0589547  -0.00728199  0.0994787   0.00617161
v_subj(SL.Control).5     -0.06527    0.0866321   -0.235182   -0.123583  -0.0585878   -0.0071339   0.100605   0.00617832
v_subj(SL.Control).6   -0.0650176    0.0863604   -0.235453   -0.122457  -0.0586568  -0.00741034  0.0996352   0.00616945
v_subj(SL.Control).7   -0.0657843     0.086379   -0.236229   -0.123817  -0.0589075  -0.00783636  0.0991057   0.00617472
v_subj(SL.Control).8   -0.0655786    0.0859017   -0.234795   -0.123688  -0.0590888  -0.00780536  0.0990299   0.00615291
v_subj(SL.Control).10  -0.0645569    0.0862755   -0.234815   -0.122456  -0.0581033  -0.00711508    0.10073   0.00616205
v_subj(SL.Control).11   -0.067242    0.0864703   -0.236581   -0.125616  -0.0600753  -0.00919514   0.098461   0.00615182
v_subj(SL.Control).12  -0.0642873    0.0861417   -0.235026   -0.122558  -0.0577148   -0.0065835   0.100762   0.00617243
v_subj(SL.Control).13  -0.0646928     0.086839   -0.235407   -0.122957  -0.0581226   -0.0066386   0.101607    0.0061852
v_subj(SL.Control).14  -0.0659931    0.0862138    -0.23514   -0.124343  -0.0590941  -0.00833383  0.0989718   0.00615063
v_subj(SL.Control).15  -0.0663966    0.0862859   -0.236106   -0.124648   -0.059806  -0.00829004  0.0992925   0.00616265
v_subj(SL.PD-Off).0   -0.00569363    0.0682386   -0.138911   -0.051386 -0.00651837    0.0404889   0.130719   0.00430337
v_subj(SL.PD-Off).1   -0.00618035    0.0686099   -0.139846  -0.0515514 -0.00691011    0.0403243   0.130313    0.0043324
v_subj(SL.PD-Off).2   -0.00600557    0.0683516   -0.139934  -0.0515335 -0.00665348    0.0402787   0.130435   0.00432217
v_subj(SL.PD-Off).3   -0.00692778    0.0687102   -0.140397  -0.0524843 -0.00761463    0.0394874   0.129812   0.00433922
v_subj(SL.PD-Off).4   -0.00613004    0.0685293   -0.140646  -0.0515887  -0.0067806     0.039936   0.129826   0.00430433
v_subj(SL.PD-Off).5   -0.00538834    0.0685142   -0.139873  -0.0508413 -0.00628717    0.0404796   0.131021   0.00430831
v_subj(SL.PD-Off).6   -0.00617555    0.0688449   -0.141018  -0.0517995 -0.00716192    0.0403436   0.130377     0.004321
v_subj(SL.PD-Off).7   -0.00104879    0.0680357   -0.131475  -0.0464942 -0.00282954    0.0449833   0.133982   0.00423759
v_subj(SL.PD-Off).8   -0.00558285    0.0683099   -0.139245  -0.0510914 -0.00626729    0.0406883   0.130469   0.00429676
v_subj(SL.PD-Off).9    -0.0061704    0.0688999   -0.140815  -0.0520852 -0.00682366    0.0401049   0.130961   0.00433306
v_subj(SL.PD-Off).10  -0.00337598    0.0673537   -0.133425  -0.0479932 -0.00479263    0.0420744   0.131268     0.004242
v_subj(SL.PD-Off).11  -0.00605262    0.0682316   -0.139667   -0.051442 -0.00652454     0.039984   0.129741   0.00431761
v_subj(SL.PD-Off).12   -0.0132846     0.070193   -0.154698  -0.0589882  -0.0125063    0.0335164   0.127514   0.00454268
v_subj(SL.PD-Off).13  -0.00482694     0.068363   -0.139065   -0.050066 -0.00558626    0.0413384   0.131113   0.00428479
v_subj(SL.PD-Off).14  -0.00535004    0.0685946   -0.138554  -0.0506573 -0.00615886    0.0409708   0.130633   0.00431356
v_subj(SL.PD-Off).15  -0.00475985    0.0682356   -0.136872  -0.0503495 -0.00556588    0.0412712   0.130478   0.00430192
v_subj(SL.PD-On).0     -0.0854173     0.072061   -0.218355   -0.139797  -0.0855891   -0.0326902   0.042483   0.00472344
v_subj(SL.PD-On).1     -0.0841248    0.0726305    -0.21662   -0.138696  -0.0844605   -0.0312524  0.0451106   0.00473816
v_subj(SL.PD-On).2     -0.0860532    0.0724619   -0.218401   -0.140669    -0.08673   -0.0328765  0.0418989   0.00472952
v_subj(SL.PD-On).3     -0.0832813    0.0726262   -0.213677   -0.138441   -0.083411   -0.0303495  0.0470166   0.00473051
v_subj(SL.PD-On).4     -0.0851292    0.0727975   -0.217806    -0.13962   -0.085677    -0.032432  0.0445186   0.00472388
v_subj(SL.PD-On).5     -0.0818687    0.0731886   -0.215882   -0.136627   -0.082495   -0.0282737  0.0492099   0.00476963
v_subj(SL.PD-On).6      -0.084707    0.0733799   -0.218624   -0.139975    -0.08474   -0.0317249  0.0464014   0.00474708
v_subj(SL.PD-On).7     -0.0768876     0.073675    -0.20852   -0.131492  -0.0775224   -0.0234525  0.0587009   0.00482735
v_subj(SL.PD-On).8      -0.084963    0.0728598   -0.218356   -0.139932  -0.0849569   -0.0316032  0.0438011   0.00474454
v_subj(SL.PD-On).9      -0.082858    0.0728939    -0.21512   -0.137793  -0.0832096   -0.0294573  0.0475126   0.00477111
v_subj(SL.PD-On).10    -0.0842705    0.0724627   -0.217446   -0.138786  -0.0845987   -0.0313572  0.0449962   0.00471282
v_subj(SL.PD-On).11    -0.0962487    0.0747167   -0.236896   -0.151846  -0.0966252   -0.0418927  0.0332061   0.00482217
v_subj(SL.PD-On).12    -0.0860359    0.0725788   -0.218754   -0.140938  -0.0865019   -0.0328488  0.0427109   0.00473138
v_subj(SL.PD-On).13    -0.0822715    0.0724663   -0.213799   -0.136521  -0.0824018    -0.029211  0.0478257   0.00475075
v_subj(SL.PD-On).14     -0.082605    0.0732729   -0.215732   -0.137161  -0.0833245   -0.0293067  0.0491965   0.00476593
v_subj(SL.PD-On).15    -0.0839266    0.0728893   -0.216762   -0.138495  -0.0839792   -0.0308638  0.0455747   0.00473188
t(Control)               0.232786   0.00913191    0.214843    0.226672    0.232861     0.238842   0.250868  4.64815e-05
t(PD-Off)                0.240725   0.00893217    0.223328    0.234789    0.240668     0.246631   0.258323  4.57363e-05
t(PD-On)                 0.226513   0.00881971      0.2092    0.220664    0.226464     0.232365   0.244083  4.22129e-05
t_std                   0.0353296   0.00393878   0.0286216   0.0325458   0.0349672    0.0377248   0.044065  2.20408e-05
t_subj(Control).0        0.201241  0.000603744    0.199899    0.200875    0.201302     0.201672   0.202248  3.86656e-06
t_subj(Control).1        0.240771  0.000500671    0.239654     0.24047    0.240822     0.241131   0.241597  2.72957e-06
t_subj(Control).2        0.250685  0.000954733    0.248568    0.250104    0.250772     0.251367   0.252285  5.51982e-06
t_subj(Control).3         0.23944  0.000953111    0.237372    0.238846    0.239523      0.24011   0.241086  6.49527e-06
t_subj(Control).4        0.251907  0.000612997    0.250572    0.251526     0.25196     0.252338   0.252973  3.63551e-06
t_subj(Control).5        0.242893  0.000466619    0.241853    0.242611    0.242935     0.243225   0.243672  2.78882e-06
t_subj(Control).6        0.264288  0.000606171    0.262935     0.26392    0.264346     0.264721   0.265306  3.38211e-06
t_subj(Control).7        0.225029  0.000649414     0.22358    0.224636    0.225097     0.225495   0.226113  3.94393e-06
t_subj(Control).8        0.247457  0.000586497    0.246141    0.247107    0.247516     0.247875   0.248427  2.86467e-06
t_subj(Control).10       0.201301  0.000782207    0.199565    0.200823    0.201374      0.20186   0.202619  4.46835e-06
t_subj(Control).11       0.211908  0.000463855    0.210875    0.211625    0.211958     0.212238   0.212676  2.40816e-06
t_subj(Control).12        0.22959   0.00073369    0.227972    0.229143    0.229659      0.23011   0.230819  3.66399e-06
t_subj(Control).13       0.244741   0.00052544    0.243578    0.244419    0.244789     0.245116   0.245618  3.06719e-06
t_subj(Control).14       0.201561  0.000723613    0.199958     0.20112    0.201631     0.202071   0.202793  4.19982e-06
t_subj(Control).15       0.239997  0.000808161    0.238232    0.239503    0.240066     0.240566    0.24138  4.68114e-06
t_subj(PD-Off).0         0.249748   0.00102357    0.247513    0.249117    0.249835     0.250477   0.251502  5.25397e-06
t_subj(PD-Off).1         0.187364  0.000801236    0.185583    0.186881    0.187446     0.187933   0.188705  5.08448e-06
t_subj(PD-Off).2         0.245549   0.00129489     0.24269    0.244754    0.245664     0.246467   0.247749  7.35835e-06
t_subj(PD-Off).3         0.232662  0.000987437    0.230481    0.232058    0.232747     0.233369   0.234336  4.91648e-06
t_subj(PD-Off).4         0.263957   0.00123353    0.261287    0.263177    0.264049     0.264828   0.266107  7.46782e-06
t_subj(PD-Off).5         0.228033  0.000867661    0.226125    0.227496    0.228105     0.228647    0.22952  4.07707e-06
t_subj(PD-Off).6         0.230449  0.000574342     0.22916    0.230103    0.230504      0.23086   0.231408  3.31594e-06
t_subj(PD-Off).7         0.185953   0.00276757    0.179665     0.18431    0.186272     0.187948   0.190395  1.58059e-05
t_subj(PD-Off).8         0.199406  0.000811607    0.197597    0.198914    0.199487     0.199988   0.200755  4.40184e-06
t_subj(PD-Off).9         0.221745  0.000520644     0.22057    0.221434    0.221799     0.222114   0.222596  3.35148e-06
t_subj(PD-Off).10        0.333405   0.00159271    0.329927    0.332407    0.333533     0.334541    0.33615  8.58315e-06
t_subj(PD-Off).11        0.254581   0.00143425     0.25141    0.253705    0.254714     0.255603      0.257  9.21992e-06
t_subj(PD-Off).12        0.306744   0.00114558      0.3042    0.306039    0.306853      0.30756   0.308667  6.45453e-06
t_subj(PD-Off).13        0.256667   0.00102921    0.254345    0.256045    0.256778     0.257404   0.258361  6.28983e-06
t_subj(PD-Off).14        0.218577   0.00055223    0.217356     0.21824    0.218625     0.218969   0.219509  3.11008e-06
t_subj(PD-Off).15        0.236255  0.000747227     0.23462    0.235792    0.236319     0.236789   0.237521  4.64626e-06
t_subj(PD-On).0          0.222505  0.000933312    0.220429    0.221939    0.222588      0.22317   0.224067  4.68461e-06
t_subj(PD-On).1          0.204458  0.000757952    0.202775    0.203997    0.204528     0.205002   0.205734  3.87943e-06
t_subj(PD-On).2          0.216234   0.00166258    0.212509    0.215228    0.216412     0.217427   0.218976  9.47493e-06
t_subj(PD-On).3          0.216697  0.000932999    0.214667    0.216118    0.216775      0.21736   0.218302  5.54024e-06
t_subj(PD-On).4          0.235341  0.000994638     0.23313    0.234733    0.235434     0.236046   0.237015  5.81913e-06
t_subj(PD-On).5          0.198082  0.000893054    0.196095    0.197533    0.198168     0.198723   0.199579  4.52828e-06
t_subj(PD-On).6          0.220376  0.000374534    0.219531    0.220149    0.220417     0.220643   0.220987  2.02771e-06
t_subj(PD-On).7          0.236174   0.00190674    0.231907    0.235009    0.236358     0.237541   0.239357  1.11721e-05
t_subj(PD-On).8          0.185285  0.000591751    0.183965    0.184925    0.185339     0.185705   0.186281  3.01747e-06
t_subj(PD-On).9          0.200776  0.000698878     0.19922    0.200357    0.200842     0.201271   0.201952  3.66266e-06
t_subj(PD-On).10         0.320109   0.00109941     0.31764    0.319443     0.32022     0.320896   0.321936  5.77199e-06
t_subj(PD-On).11          0.23361   0.00113494    0.231161    0.232893    0.233692     0.234421   0.235581  7.51566e-06
t_subj(PD-On).12         0.309612   0.00126695    0.306849    0.308823    0.309709     0.310512   0.311811  6.99201e-06
t_subj(PD-On).13          0.24756   0.00121432    0.244927    0.246804    0.247663     0.248424   0.249645   7.7347e-06
t_subj(PD-On).14         0.182514  0.000566419    0.181253    0.182174    0.182572     0.182915   0.183457  2.54869e-06
t_subj(PD-On).15         0.194914  0.000705153    0.193332    0.194491     0.19499     0.195415   0.196078  4.01414e-06
z                        0.702161   0.00814776    0.685934    0.696954    0.702193     0.707401   0.718293  5.24392e-05
z_std                    0.143626    0.0320284   0.0944796    0.121115    0.139045     0.161067   0.218845  0.000274928
z_subj.0                 0.700301   0.00845741    0.683561    0.694666    0.700325     0.706045   0.716854  7.84247e-05
z_subj.1                 0.725385   0.00921796    0.707051    0.719258    0.725426     0.731544   0.743391  0.000106943
z_subj.2                 0.677082   0.00839197    0.660298    0.671485    0.677128     0.682775   0.693387  5.53739e-05
z_subj.3                 0.719013   0.00867872    0.701953     0.71313    0.719076     0.724949   0.735767  8.52324e-05
z_subj.4                 0.683219   0.00907475    0.665283    0.677151    0.683264     0.689386   0.700865  9.04607e-05
z_subj.5                 0.724113   0.00923283     0.70586    0.717917    0.724204     0.730371   0.741981  9.85773e-05
z_subj.6                 0.736903   0.00953267    0.718131    0.730453    0.736982     0.743264   0.755431  0.000128326
z_subj.7                 0.641057   0.00995745    0.621312    0.634457    0.641102     0.647817   0.660438  8.01692e-05
z_subj.8                 0.724713   0.00919173    0.706612    0.718546    0.724818     0.730953   0.742526  0.000100781
z_subj.9                 0.708079     0.011088    0.685931    0.700699    0.708083     0.715658   0.729536  0.000105329
z_subj.10                0.681683   0.00849192    0.664873     0.67598    0.681717      0.68745    0.69813  7.13807e-05
z_subj.11                0.671505    0.0091303    0.653514     0.66534    0.671598     0.677747   0.689254  7.35278e-05
z_subj.12                0.685752   0.00850928    0.668862    0.680065    0.685833     0.691496   0.702297  6.32339e-05
z_subj.13                0.697972   0.00908368    0.679948    0.691906    0.698016     0.704092   0.715633  8.16086e-05
