                              mean          std        2.5q         25q          50q          75q       97.5q       mc err
v_subj(PD-On).1         -0.0768971    0.0482952   -0.165989   -0.108476   -0.0792402   -0.0483605   0.0264066   0.00135144
v_subj(PD-On).2          -0.117263    0.0564663   -0.249237   -0.148178    -0.111434   -0.0788451  -0.0258627   0.00208508
v_subj(PD-On).3         -0.0791115    0.0476886   -0.168497   -0.110622   -0.0810033   -0.0497053   0.0208372   0.00132467
v_subj(PD-On).4         -0.0937194    0.0483946   -0.196617   -0.123324   -0.0920665   -0.0604826 -0.00460873   0.00142006
v_subj(PD-On).5         -0.0761565    0.0491303   -0.166098   -0.108544   -0.0784336   -0.0472695   0.0294288   0.00136427
v_subj(PD-On).6         -0.0843524    0.0494588   -0.181364    -0.11529   -0.0844066   -0.0535248   0.0163187   0.00134226
v_subj(PD-On).7         -0.0644677     0.052678   -0.154426  -0.0998266   -0.0693428   -0.0357978   0.0563958   0.00159328
v_subj(PD-On).8         -0.0800309    0.0482958   -0.170276   -0.111764   -0.0814159   -0.0501703   0.0200678   0.00132587
v_subj(PD-On).9         -0.0865759    0.0480255    -0.18302   -0.116934   -0.0863726    -0.055274  0.00843343   0.00133828
v_subj(PD-On).10        -0.0894385    0.0460149    -0.18274   -0.118624   -0.0883508   -0.0585167 -0.00127611   0.00135437
v_subj(PD-On).11         -0.100604     0.051162   -0.215671   -0.129631   -0.0975327   -0.0658802  -0.0105674   0.00158516
v_subj(PD-On).12        -0.0852829    0.0465701   -0.176447   -0.115317   -0.0854309   -0.0548349  0.00749437   0.00131137
v_subj(PD-On).13        -0.0836941     0.046407   -0.174604   -0.113824   -0.0842316   -0.0537027   0.0100525   0.00131068
v_subj(PD-On).14        -0.0797326    0.0483988    -0.17014   -0.111007   -0.0813052   -0.0503496   0.0213068    0.0013408
v_subj(PD-On).15        -0.0812785    0.0472731   -0.172186   -0.112204   -0.0824537   -0.0515723   0.0160869   0.00132567
t(Control)                0.232845   0.00920777    0.214818    0.226713      0.23285      0.23893    0.251179  4.57578e-05
t(PD-Off)                 0.240733   0.00891303    0.223076    0.234844      0.24072     0.246608    0.258267  3.85979e-05
t(PD-On)                  0.226496    0.0088264    0.209142    0.220613     0.226481     0.232285    0.243974  4.34445e-05
t_std                    0.0353306   0.00393075   0.0287004   0.0325442    0.0349614     0.037741    0.044004  2.26164e-05
t_subj(Control).0          0.20125  0.000595953    0.199922    0.200888     0.201308     0.201677    0.202246  3.46716e-06
t_subj(Control).1         0.240769  0.000498568     0.23965    0.240467     0.240821     0.241125    0.241596  2.73758e-06
t_subj(Control).2         0.250676  0.000962275     0.24854    0.250088     0.250773     0.251364    0.252276  4.83474e-06
t_subj(Control).3         0.239445  0.000954335    0.237385    0.238848     0.239519     0.240125    0.241099  5.67697e-06
t_subj(Control).4         0.251916  0.000610828    0.250586    0.251539     0.251963     0.252346    0.252977  3.36908e-06
t_subj(Control).5           0.2429  0.000464398    0.241858    0.242616     0.242947     0.243233    0.243671  2.69026e-06
t_subj(Control).6         0.264291  0.000597309    0.262973    0.263927     0.264347     0.264717    0.265295  3.39376e-06
t_subj(Control).7         0.225033   0.00064754    0.223585    0.224641     0.225098     0.225495    0.226108  3.45136e-06
t_subj(Control).8         0.247452  0.000584706    0.246161    0.247096     0.247508     0.247873    0.248423  3.41967e-06
t_subj(Control).10        0.201302   0.00078856     0.19954    0.200821      0.20138     0.201861    0.202625  4.45604e-06
t_subj(Control).11        0.211908  0.000465115    0.210869     0.21163     0.211954     0.212243    0.212681  2.53315e-06
t_subj(Control).12        0.229592  0.000733967    0.227957    0.229143     0.229665      0.23012    0.230815  4.10736e-06
t_subj(Control).13        0.244743  0.000525563    0.243566    0.244425     0.244797     0.245117    0.245612  2.76017e-06
t_subj(Control).14        0.201564  0.000721405    0.199974    0.201119     0.201626     0.202077    0.202783  4.43259e-06
t_subj(Control).15        0.239992  0.000811087    0.238214    0.239495     0.240059     0.240569    0.241378  4.88019e-06
t_subj(PD-Off).0          0.249743   0.00102085    0.247524    0.249111     0.249828     0.250463    0.251501  6.33356e-06
t_subj(PD-Off).1          0.187371  0.000801497    0.185575    0.186885     0.187448     0.187944     0.18871  4.46146e-06
t_subj(PD-Off).2          0.245542   0.00129357    0.242701    0.244744     0.245646     0.246451    0.247777  7.58614e-06
t_subj(PD-Off).3          0.232669  0.000988578    0.230462    0.232075     0.232764     0.233371    0.234318  6.36122e-06
t_subj(PD-Off).4          0.263951   0.00123646    0.261266    0.263173     0.264042     0.264822    0.266114    7.359e-06
t_subj(PD-Off).5           0.22803  0.000871195    0.226117    0.227493     0.228101     0.228656    0.229517  5.28616e-06
t_subj(PD-Off).6          0.230444  0.000580583    0.229148    0.230092     0.230503     0.230858    0.231407  3.76509e-06
t_subj(PD-Off).7          0.185928   0.00275706    0.179702    0.184288     0.186249     0.187892    0.190421   1.7508e-05
t_subj(PD-Off).8          0.199406  0.000808339    0.197614    0.198913     0.199487     0.199988    0.200754  4.58973e-06
t_subj(PD-Off).9          0.221751  0.000516797    0.220594    0.221443     0.221805     0.222121    0.222606  3.33817e-06
t_subj(PD-Off).10         0.333403   0.00157523    0.329963     0.33243     0.333532     0.334522    0.336105  8.55553e-06
t_subj(PD-Off).11         0.254583   0.00143224    0.251404    0.253705     0.254721      0.25561    0.256988  8.73066e-06
t_subj(PD-Off).12         0.306761   0.00113719    0.304251    0.306064     0.306864     0.307571    0.308683  7.27273e-06
t_subj(PD-Off).13         0.256665   0.00102837    0.254367    0.256044     0.256772       0.2574     0.25836  6.93432e-06
t_subj(PD-Off).14          0.21857  0.000558437    0.217333    0.218231     0.218619     0.218965    0.219514  3.53557e-06
t_subj(PD-Off).15         0.236261  0.000739062    0.234628    0.235803     0.236328     0.236783    0.237518  4.28645e-06
t_subj(PD-On).0            0.22249  0.000942012    0.220375    0.221922     0.222587     0.223154    0.224071  4.82835e-06
t_subj(PD-On).1           0.204467  0.000755692    0.202794    0.204009     0.204543     0.205006     0.20572  4.44361e-06
t_subj(PD-On).2           0.216226   0.00165268    0.212543     0.21522     0.216396     0.217414    0.218954  1.03592e-05
t_subj(PD-On).3           0.216697  0.000933775    0.214668    0.216119     0.216771     0.217359    0.218301  5.71932e-06
t_subj(PD-On).4           0.235347  0.000984919    0.233172    0.234744     0.235435     0.236047    0.237012   5.5436e-06
t_subj(PD-On).5           0.198076  0.000891958    0.196118    0.197527     0.198154     0.198714    0.199584  4.97727e-06
t_subj(PD-On).6           0.220375  0.000370724    0.219544    0.220153     0.220413      0.22064    0.220991  2.20134e-06
t_subj(PD-On).7           0.236166   0.00188897    0.231975    0.235009      0.23634     0.237508    0.239347   1.0688e-05
t_subj(PD-On).8           0.185289   0.00058668    0.183983    0.184933     0.185348     0.185706    0.186267  3.42804e-06
t_subj(PD-On).9           0.200773  0.000701445    0.199195     0.20035     0.200839     0.201272    0.201953  3.85817e-06
t_subj(PD-On).10          0.320115   0.00109854    0.317638    0.319457     0.320224     0.320902    0.321936  5.97894e-06
t_subj(PD-On).11          0.233608   0.00113423    0.231144    0.232897     0.233704     0.234412    0.235561  7.12341e-06
t_subj(PD-On).12          0.309609   0.00126933    0.306873     0.30881     0.309708     0.310505    0.311814   7.1461e-06
t_subj(PD-On).13          0.247556   0.00121723    0.244927    0.246796     0.247651     0.248424     0.24964  7.24553e-06
t_subj(PD-On).14          0.182515  0.000567981    0.181226    0.182176     0.182577      0.18292    0.183443  2.85602e-06
t_subj(PD-On).15          0.194911  0.000702881    0.193343    0.194489     0.194984     0.195414    0.196078  4.00547e-06
z                         0.702063   0.00819344    0.685854    0.696752     0.702091     0.707347    0.718482  4.81776e-05
z_std                     0.143537    0.0325834    0.094342    0.120551      0.13878     0.161065    0.220833  0.000251792
z_subj.0                  0.700354   0.00849938    0.683631    0.694585     0.700401      0.70613    0.717039  8.32275e-05
z_subj.1                  0.725285   0.00927407    0.706961    0.719117     0.725315     0.731539    0.743357  9.87737e-05
z_subj.2                   0.67702   0.00843388    0.660163    0.671392     0.677114     0.682699    0.693457  6.84236e-05
z_subj.3                  0.718924   0.00869965    0.701711    0.713149      0.71897     0.724799     0.73599  7.63474e-05
z_subj.4                  0.683175   0.00899525    0.665214    0.677162     0.683279     0.689219    0.700618  8.92471e-05
z_subj.5                  0.724044   0.00920915    0.705852    0.717895     0.724135     0.730242    0.741866  9.56193e-05
z_subj.6                  0.736761   0.00933008    0.718209    0.730471     0.736893     0.743099    0.754855  0.000121077
z_subj.7                   0.64104    0.0100325    0.620975    0.634424     0.641108      0.64787    0.660426  7.28198e-05
z_subj.8                  0.724568   0.00915208    0.706274    0.718488     0.724785     0.730754    0.742202  9.46035e-05
z_subj.9                  0.708155    0.0109845    0.686108    0.700859     0.708292     0.715629    0.729106  0.000111544
z_subj.10                 0.681514   0.00856675    0.664646    0.675751     0.681571     0.687333     0.69804  7.54369e-05
z_subj.11                 0.671367   0.00910236    0.653034    0.665316     0.671502      0.67758    0.688907  7.61331e-05
z_subj.12                  0.68594   0.00843568    0.669104    0.680287      0.68602     0.691664    0.702215  7.02626e-05
z_subj.13                 0.698075   0.00900101    0.680086    0.692074     0.698115      0.70417    0.715466    7.079e-05
z_subj.14                 0.731335   0.00969368    0.711951    0.724854      0.73152     0.737897    0.749933  0.000112235
z_subj.15                 0.715573   0.00927265    0.697392    0.709385     0.715556     0.721828    0.733744  9.91778e-05
DIC: -24489.865514
deviance: -24711.556908
pD: 221.691394
